CS-1 Eng,Jargon Eng,Monolingual Eng
18.5341332,13.68798673,27.8014691
6.05284560,13.68798673,18.83765015
6.05284560,13.68798673,13.67550808
6.05284560,13.68798673,38.37322171
9.7684148,13.68798673,9.618987603
9.7684148,13.68798673,27.8014691
20.4279665,13.68798673,10.61380131
14.03693398,13.68798673,18.83765015
13.14565768,13.68798673,14.05312281
14.34141233,13.68798673,38.37322171
14.34141233,13.68798673,16.06798099
14.34141233,13.68798673,27.8014691
14.34141233,13.68798673,5.042037543
14.34141233,13.68798673,4.390295245
14.34141233,13.68798673,18.00352107
12.47237560,13.68798673,10.61380131
8.94391847,13.68798673,14.6123836
8.94391847,13.68798673,14.2718854
8.94391847,13.68798673,5.664111532
8.94391847,13.68798673,7.540658303
8.94391847,13.68798673,27.8014691
8.94391847,13.68798673,18.83765015
11.33690920,13.68798673,13.67550808
8.58984471,13.68798673,13.08382596
17.9566632,13.68798673,14.22305058
13.54724866,13.68798673,6.893883693
16.1746082,13.68798673,6.052845601
16.1746082,13.68798673,17.89601781
16.1746082,13.68798673,13.07882462
16.1746082,13.68798673,14.53730971
16.1746082,13.68798673,15.81948954
16.1746082,13.68798673,13.91046085
16.1746082,13.68798673,13.1833221
16.1746082,13.68798673,7.811006187
16.1746082,13.68798673,22.86190143
16.1746082,13.68798673,5.445697644
16.1746082,13.68798673,7.313984769
12.42036582,13.68798673,4.390295245
12.42036582,13.68798673,23.3616013
15.5333439,13.68798673,17.70310059
13.28262676,13.68798673,15.2827246
13.28262676,13.68798673,6.027637478
20.3313755,13.68798673,13.63467105
14.6662813,17.3842014,21.27758775
14.6662813,17.3842014,6.027637478
13.67244510,17.3842014,14.22305058
16.3105747,18.2410044,7.721676624
12.78268378,18.2410044,6.893883693
12.78268378,18.2410044,4.390295245
12.78268378,18.2410044,12.83923575
12.78268378,18.2410044,13.91046085
12.78268378,18.2410044,6.027637478
12.78268378,18.2410044,4.390295245
12.78268378,18.2410044,27.8014691
12.78268378,18.2410044,13.1944606
12.78268378,18.2410044,16.94824815
12.78268378,18.2410044,4.390295245
12.78268378,18.2410044,10.634613
12.78268378,18.2410044,16.80933793
12.78268378,18.2410044,5.042037543
12.78268378,18.2410044,17.89601781
12.78268378,18.2410044,5.445697644
12.78268378,18.2410044,12.45246621
12.78268378,18.2410044,9.723464137
12.78268378,18.2410044,23.02459728
14.39314159,18.2410044,7.540658303
14.39314159,18.2410044,9.603907803
14.39314159,18.2410044,17.35714389
14.39314159,18.2410044,4.390295245
14.39314159,18.2410044,12.79336471
10.98088336,18.2410044,15.10700536
18.6946560,18.2410044,14.55189546
17.5656137,18.2410044,5.664111532
17.8237059,18.2410044,4.390295245
14.41577262,18.2410044,10.18339374
14.41577262,18.2410044,13.91046085
14.41577262,18.2410044,5.445697644
14.41577262,18.2410044,13.43225163
14.41577262,18.2410044,4.390295245
19.4983484,18.2410044,19.0114
17.0131618,18.2410044,6.052845601
17.0131618,18.2410044,18.23571268
17.0131618,18.2410044,13.21874057
17.0131618,18.2410044,13.71417117
17.0131618,18.2410044,15.2435697
17.0131618,18.2410044,4.390295245
17.0131618,18.2410044,13.58587458
17.0131618,18.2410044,5.042037543
15.977611,18.2410044,21.12144345
16.7143143,18.2410044,11.46280033
16.7143143,18.2410044,4.390295245
16.7143143,18.2410044,11.84986672
16.7143143,18.2410044,27.04174489
16.7143143,18.2410044,12.15704311
16.7143143,18.2410044,9.38594471
16.7143143,18.2410044,14.60704831
26.0225587,18.2410044,14.34656758
26.0225587,18.2410044,12.58818551
26.0225587,18.2410044,14.03558511
26.0225587,18.2410044,5.445697644
17.4651707,18.2410044,8.07822002
18.5270029,18.2410044,19.18972929
15.9701736,18.2410044,11.27207569
15.9701736,18.2410044,4.390295245
15.9701736,18.2410044,16.17310166
15.9701736,18.2410044,13.71417117
15.9701736,18.2410044,18.22721122
15.9701736,17.3410018,4.390295245
15.9701736,17.3410018,13.91046085
15.9701736,17.3410018,12.39385223
15.9701736,17.3410018,12.320501
15.9701736,17.3410018,6.027637478
15.9701736,17.3410018,19.01218822
15.9701736,17.3410018,14.57051218
15.9701736,17.3410018,10.36697938
15.9701736,17.3410018,6.052845601
15.9701736,11.97831148,11.56813559
15.9701736,11.97831148,13.93988326
15.9701736,11.97831148,5.042037543
15.9701736,11.97831148,4.390295245
15.9701736,11.97831148,10.70569205
15.9701736,11.97831148,12.1331653
15.9701736,11.97831148,7.806791537
15.9701736,11.97831148,27.8014691
15.9701736,11.97831148,18.83765015
15.9701736,11.97831148,12.5747355
18.5151967,11.97831148,11.27052144
18.5151967,11.97831148,7.721676624
16.2599669,11.97831148,15.5848658
16.2599669,11.97831148,4.390295245
14.4393463,11.97831148,13.42403187
19.8322235,11.97831148,13.92562431
19.6625666,11.97831148,5.042037543
14.6007689,11.97831148,4.390295245
14.6007689,11.97831148,13.1944606
14.6007689,11.97831148,7.721676624
14.6007689,11.97831148,10.03567117
14.6007689,11.97831148,18.07297306
14.6007689,11.97831148,14.569374
14.6007689,11.97831148,16.84372158
17.8024090,11.97831148,9.98958982
17.8024090,11.97831148,7.540658303
19.803793,11.97831148,12.308936
13.88938342,11.97831148,4.390295245
13.88938342,11.97831148,13.91046085
14.09263450,11.97831148,9.341084884
14.09263450,11.97831148,19.11077125
14.09263450,11.97831148,7.313984769
13.53578073,11.97831148,13.1944606
13.53578073,11.97831148,18.41673211
15.2745342,11.97831148,12.83250549
18.3278486,11.97831148,16.9310036
13.15367605,11.97831148,38.37322171
13.15367605,11.97831148,5.445697644
13.15367605,11.97831148,16.7621699
13.15367605,11.97831148,24.28484752
13.15367605,11.97831148,28.87337582
13.15367605,11.97831148,11.01020355
18.7041342,11.97831148,13.47537801
15.6623791,11.97831148,8.19824374
15.6623791,11.97831148,13.83790403
15.6623791,11.97831148,16.34565852
15.6623791,11.97831148,12.28999014
15.6623791,11.97831148,7.552156071
15.6623791,11.97831148,27.8014691
15.6623791,11.97831148,18.83765015
15.6623791,11.97831148,12.5747355
15.6623791,11.97831148,14.90305116
15.6623791,11.97831148,22.74127734
15.6623791,11.97831148,21.96919448
15.6623791,11.97831148,6.052845601
15.6623791,11.97831148,11.56813559
15.6623791,11.97831148,14.20533557
15.6623791,11.97831148,5.042037543
15.6623791,11.97831148,14.56323108
23.5924770,11.97831148,16.07736927
15.916197,11.97831148,4.390295245
15.916197,11.97831148,16.41564598
15.916197,11.97831148,4.390295245
15.916197,11.97831148,13.91046085
12.66408016,11.97831148,14.21783236
12.66408016,11.97831148,15.14290949
12.66408016,11.97831148,7.42352691
16.2539322,11.97831148,16.87834122
9.19392683,11.97831148,7.811006187
13.55736723,11.97831148,9.68808434
13.55736723,11.97831148,7.721676624
13.55736723,11.97831148,13.36651474
13.55736723,11.97831148,7.552156071
11.39416775,11.97831148,13.5685758
14.693356,11.97831148,14.26325806
13.50866568,11.97831148,6.027637478
15.3295459,11.97831148,14.22305058
15.3295459,11.97831148,5.445697644
15.3295459,11.97831148,7.42352691
13.61933643,11.97831148,16.99942142
14.21596522,11.97831148,7.811006187
14.21596522,11.97831148,11.01020355
14.21596522,11.97831148,14.05312281
14.21596522,11.97831148,5.445697644
14.21596522,11.97831148,13.9516168
13.86912061,11.97831148,15.6555403
14.5295244,11.97831148,10.56874137
14.20270414,11.97831148,14.7617674
14.6615674,11.97831148,7.721676624
14.6615674,11.97831148,12.81620706
14.6615674,11.97831148,22.45524366
14.6615674,11.97831148,13.78278582
14.6615674,11.97831148,12.28999014
14.6615674,11.97831148,7.552156071
14.6615674,11.97831148,8.58984471
14.6615674,11.97831148,15.75761676
14.6615674,11.97831148,14.71526199
14.6615674,11.97831148,6.027637478
14.6615674,11.97831148,13.82547491
14.6615674,11.97831148,5.042037543
14.6615674,11.97831148,6.949995802
14.6615674,11.97831148,11.42980621
14.6615674,11.97831148,7.721676624
14.6615674,11.97831148,7.42352691
14.6615674,11.97831148,10.03567117
14.6615674,11.97831148,15.75091044
14.6615674,11.97831148,9.684549942
16.3962000,11.97831148,21.8515446
12.70648702,11.97831148,5.445697644
17.1553711,14.14274142,8.58984471
17.1553711,20.1102872,13.14040086
15.4371448,20.1102872,15.81948954
15.4371448,20.1102872,17.8456932
14.4423906,20.1102872,13.1944606
14.4423906,20.1102872,12.80420542
17.4732549,20.1102872,5.664111532
14.03073016,20.1102872,12.56421503
14.03073016,20.1102872,14.26325806
13.10267472,20.1102872,5.042037543
13.10267472,13.4617808,27.8014691
13.10267472,13.4617808,18.83765015
13.10267472,13.4617808,12.5747355
12.6027590,13.4617808,27.8014691
20.4336884,13.4617808,18.83765015
16.4629373,13.4617808,13.67550808
14.41252337,13.4617808,7.42352691
14.4578366,13.4617808,7.685536849
14.4578366,13.4617808,17.36808515
14.4578366,16.2248575,8.812798752
14.4578366,16.2248575,6.052845601
14.4578366,16.2248575,16.61229106
14.4578366,16.2248575,15.19249955
14.4578366,16.2248575,16.89913754
14.4578366,16.2248575,7.552156071
18.8272128,16.2248575,4.390295245
14.0312580,16.2248575,13.91046085
14.0312580,16.2248575,15.75761676
14.0312580,16.2248575,14.71526199
14.0312580,16.2248575,7.42352691
14.0312580,16.2248575,15.2827246
14.0312580,16.2248575,6.027637478
15.8012414,16.2248575,21.83894922
18.9983224,16.2248575,9.33154806
14.5754808,16.2248575,12.82583017
14.6798934,16.2248575,5.664111532
11.97387711,16.2248575,4.390295245
13.47552995,16.2248575,17.56525525
13.47552995,16.2248575,7.552156071
16.8096167,16.2248575,4.390295245
16.8096167,16.2248575,12.320501
16.8096167,16.2248575,5.042037543
16.8096167,16.2248575,27.8014691
16.8096167,16.2248575,19.32461244
16.8096167,16.2248575,14.88731958
15.7341566,16.2248575,7.313984769
15.7341566,16.2248575,4.390295245
15.7341566,16.2248575,23.3616013
13.2511870,16.2248575,10.97377679
19.8882690,16.2248575,23.02459728
19.8882690,16.2248575,7.540658303
19.8882690,16.2248575,7.552156071
15.7660953,16.2248575,13.83790403
15.7660953,16.2248575,18.83765015
16.0948421,16.2248575,15.31431883
16.0948421,16.2248575,27.8014691
19.8953053,16.2248575,18.83765015
16.0192476,16.2248575,13.67550808
16.0192476,16.2248575,6.893883693
16.0192476,16.2248575,6.052845601
16.0192476,16.2248575,17.89601781
16.0192476,16.2248575,13.07882462
16.0192476,16.2248575,14.53730971
20.6343971,16.2248575,13.91046085
20.6343971,16.2248575,10.59777076
20.6343971,16.2248575,15.63239121
20.6343971,16.2248575,11.31148729
20.6343971,16.2248575,12.165677
20.6343971,16.2248575,5.042037543
20.6343971,16.2248575,6.052845601
20.6343971,16.2248575,13.21874057
14.04037492,16.2248575,13.71417117
16.9408439,16.2248575,5.445697644
14.20683440,16.2248575,11.31148729
14.20683440,16.2248575,11.08155127
18.2046096,16.2248575,6.027637478
12.80420541,16.2248575,16.7115832
19.2926827,16.2248575,11.27207569
13.5264567,16.2248575,13.96135531
13.5264567,16.2248575,13.45135681
13.23890954,18.2624631,14.22166834
14.36681781,18.2624631,8.07822002
14.36802936,18.2624631,12.19056115
17.500394,18.2624631,10.54306047
13.31213931,18.2624631,16.73182391
13.31213931,18.2624631,12.21701061
13.31213931,18.2624631,10.3102097
13.31213931,18.2624631,17.1023561
11.868854,18.2624631,7.552156071
11.868854,18.2624631,17.29248224
11.868854,18.2624631,12.83250549
11.868854,18.2624631,17.10831128
11.868854,18.2624631,7.552156071
11.868854,18.2624631,14.47344384
11.868854,15.7283804,14.13209231
11.868854,15.7283804,15.77022887
11.868854,15.7283804,10.54306047
16.6122910,15.7283804,17.87331161
16.6122910,15.7283804,13.7822488
14.7281345,15.7283804,17.91693047
15.5988261,15.7283804,5.445697644
15.5988261,15.7283804,15.77022887
15.5988261,15.7283804,10.54306047
14.04268479,15.7283804,22.42412455
12.62457593,15.7283804,13.44503065
13.44789084,15.7283804,4.390295245
13.44789084,15.7283804,15.6542965
13.44789084,15.7283804,18.32007271
13.44789084,15.7283804,10.54306047
17.4561141,15.7283804,6.052845601
17.4561141,15.7283804,13.1944606
25.6135415,15.7283804,5.042037543
19.9678475,15.7283804,14.90381179
16.2449917,15.7283804,16.7115832
16.2449917,15.7283804,14.7593247
16.2449917,15.7283804,18.8044955
13.69567722,15.7283804,7.540658303
13.69567722,15.7283804,15.99316948
13.69567722,15.7283804,6.949995802
13.69567722,15.7283804,9.193926828
13.69567722,15.7283804,7.705808725
13.69567722,15.7283804,15.4989917
13.69567722,15.7283804,18.18505064
13.69567722,13.83189817,10.54306047
13.69567722,13.83189817,5.445697644
13.69567722,13.83189817,21.60275138
13.69567722,13.83189817,7.540658303
13.69567722,13.83189817,8.910319748
13.69567722,13.83189817,8.07822002
13.69567722,13.83189817,18.8044955
13.69567722,13.83189817,4.390295245
13.69567722,13.83189817,15.09131008
20.2132124,16.8068647,5.664111532
12.35123071,16.8068647,10.75182831
12.35123071,16.8068647,12.79336471
12.35123071,16.8068647,14.44049827
12.35123071,16.8068647,7.806791537
12.35123071,16.8068647,4.390295245
12.35123071,16.8068647,14.87571641
12.35123071,16.8068647,15.74568204
12.35123071,16.8068647,15.28725723
12.35123071,16.8068647,7.806791537
12.35123071,16.8068647,8.58984471
12.35123071,16.8068647,12.43075412
12.35123071,16.8068647,15.6542965
12.35123071,16.8068647,13.21007923
12.35123071,16.8068647,9.637870058
12.35123071,16.8068647,8.931412728
12.35123071,17.4004684,15.15501842
12.98794995,17.4004684,6.893883693
12.26703228,17.4004684,14.35700018
12.26703228,17.4004684,4.390295245
12.26703228,17.4004684,9.577102832
12.26703228,17.4004684,6.893883693
12.26703228,,16.73052038
12.26703228,,11.47062199
12.26703228,,5.664111532
12.26703228,,4.390295245
12.26703228,,15.6542965
12.26703228,,13.08382596
12.26703228,,16.7115832
12.26703228,,4.390295245
12.26703228,,15.6542965
12.26703228,,14.47344384
12.26703228,,12.91484836
12.26703228,,6.027637478
12.26703228,,6.052845601
12.26703228,,14.53802692
12.26703228,,10.59777076
13.83189817,,14.007744
13.83189817,,9.193926828
13.83189817,,7.705808725
13.83189817,,19.63941525
13.83189817,,5.445697644
13.83189817,,12.83250549
16.4135716,,13.0809459
15.594340,,13.98864471
15.594340,,16.79801995
15.594340,,4.390295245
15.7132828,,13.21922193
14.6282892,,12.79336471
13.94670766,,16.7115832
13.94670766,,8.07822002
20.1423146,,12.83250549
14.8408182,,12.90895916
14.8408182,,15.8718697
10.86502675,,16.7115832
15.8855291,,15.43985521
15.8855291,,5.664111532
20.599567,,11.51842315
20.599567,,17.95775535
17.7509857,,12.53271926
11.97032025,,10.56874137
11.97032025,,4.390295245
16.0185150,,13.91046085
16.0185150,,16.03922183
18.5160091,,13.80024428
18.5160091,,17.07041212
18.5160091,,8.07822002
18.5160091,,18.8044955
18.5160091,,9.905834389
12.20208583,,5.042037543
12.20208583,,9.58872679
12.20208583,,12.06045165
12.20208583,,6.052845601
13.88217454,,12.88511416
13.88217454,,14.19371067
12.78819637,,9.676060538
12.78819637,,10.58657974
8.44906670,,11.13191697
18.5510073,,6.027637478
18.7106229,,4.390295245
18.7106229,,12.91484836
18.7106229,,5.042037543
18.7106229,,4.390295245
18.7106229,,13.91046085
18.7106229,,9.671584047
18.7106229,,8.07822002
18.7106229,,10.03567117
18.7106229,,12.04002984
18.7106229,,16.8995655
18.7106229,,13.47072542
18.7106229,,13.1675856
18.7106229,,5.664111532
17.1663809,,4.390295245
17.2149677,,13.91046085
17.2149677,,9.980876945
11.49597063,,13.21922193
11.49597063,,19.58762876
11.49597063,,12.79502629
16.8670958,,8.910319748
19.5883026,,11.31148729
15.0547614,,6.052845601
10.88840291,,10.43253562
17.8664367,,14.81588633
16.5597944,,13.07882462
11.70735467,,4.390295245
6.02763747,,13.91046085
6.02763747,,14.01452719
12.43075412,,11.42536724
18.2453483,,4.390295245
18.2453483,,11.42536724
19.9719256,,6.893883693
19.1200297,,13.24489826
15.9796864,,10.36697938
15.9796864,,13.4249301
15.9796864,,8.19824374
15.9796864,,18.83765015
15.9796864,,11.46280033
15.8389841,,16.7115832
15.8389841,,15.63239121
17.7907747,,15.01569494
28.6436010,,10.75182831
10.98802249,,13.71417117
12.59094233,,12.48484608
13.63603962,,6.052845601
17.4687415,,13.09147177
14.32457228,,10.96301116
11.58918812,,14.84453464
11.96610492,,5.042037543
17.5842350,,4.390295245
14.6390934,,18.00352107
17.7986218,,14.87571641
21.2154801,,12.00642619
18.9832270,,6.052845601
18.9832270,,12.83250549
18.9832270,,6.893883693
18.9832270,,14.35700018
15.3864596,,4.390295245
13.50814145,,15.6542965
11.99778527,,15.24847404
15.2591887,,4.390295245
15.2591887,,12.83250549
13.46859025,,11.86489179
13.46859025,,4.390295245
12.90410770,,18.00352107
12.78389436,,6.027637478
12.78389436,,12.83923575
12.78389436,,12.08291054
12.78389436,,6.052845601
12.78389436,,12.83250549
12.78389436,,9.193926828
12.78389436,,9.850304881
12.78389436,,12.80281294
12.78389436,,12.00642619
12.78389436,,11.89735286
12.78389436,,12.79110078
12.78389436,,8.812798752
12.78389436,,14.47344384
12.78389436,,9.193926828
12.78389436,,7.705808725
12.78389436,,14.69331074
12.78389436,,14.569374
12.78389436,,14.85458933
12.78389436,,8.225715099
17.2938593,,4.390295245
17.2938593,,14.95113537
17.2938593,,5.042037543
14.4404983,,9.577102832
12.56421502,,14.47344384
18.1665781,,14.85458933
13.40111933,,10.75182831
13.21922193,,12.83250549
13.21922193,,9.290356629
13.21922193,,6.052845601
38.3732217,,12.62457593
38.3732217,,5.445697644
18.5165485,,13.39042832
18.5165485,,5.042037543
13.37176193,,13.13596933
13.37176193,,13.50814145
13.37176193,,7.811006187
14.8794247,,8.92457591
14.8794247,,12.32506886
14.8794247,,17.00617976
14.8794247,,9.830465744
14.8794247,,5.664111532
13.93712910,,14.25272246
13.93712910,,14.47344384
13.93712910,,9.193926828
13.93712910,,7.705808725
13.93712910,,14.82544908
13.93712910,,5.664111532
13.93712910,,6.052845601
9.87059452,,12.61865367
15.3852962,,14.74095332
12.69201955,,11.46280033
12.69201955,,23.02459728
18.2053357,,14.47344384
14.4435560,,9.312324061
14.17825908,,12.66408017
14.17825908,,9.73564624
14.17825908,,9.757370626
21.024934,,11.96143255
18.1740347,,15.03296708
14.9068051,,5.664111532
15.0121498,,9.58872679
15.0121498,,9.98958982
13.22345467,,7.540658303
15.6670888,,8.92457591
18.3528521,,12.9734122
17.6534261,,13.10680877
17.6534261,,18.80109144
13.06064401,,13.58685361
17.7883583,,12.56421503
17.7883583,,8.049698672
15.4601457,,10.77764686
12.37649864,,16.64517708
12.37649864,,9.73564624
12.37649864,,7.811006187
13.77812435,,13.96135531
13.77812435,,15.35304101
13.77812435,,10.75182831
13.77812435,,12.83250549
13.77812435,,9.290356629
13.77812435,,12.90895916
13.30142255,,17.55440707
13.30142255,,14.44267718
13.95517997,,14.65795962
13.95517997,,5.664111532
13.95517997,,10.75182831
13.95517997,,12.83250549
13.95517997,,8.910319748
13.95517997,,8.07822002
13.95517997,,14.22105712
9.6838042,,9.684549942
14.31921871,,12.85458137
16.8432903,,13.58667348
12.57583867,,8.425510321
15.3567651,,8.07822002
15.3567651,,17.62433769
17.6239873,,14.44267718
14.9276009,,6.949995802
14.9276009,,13.66301718
14.9276009,,19.32850209
14.9276009,,13.71505333
14.9276009,,13.92859344
14.9276009,,17.40491773
14.9276009,,7.811006187
14.9276009,,4.390295245
14.9276009,,12.79336471
14.9276009,,5.445697644
14.9276009,,9.193926828
14.9276009,,12.10956686
14.9276009,,12.19921254
14.9276009,,8.049698672
14.9276009,,18.83407615
14.9276009,,6.052845601
14.9276009,,12.83250549
14.9276009,,5.445697644
14.9276009,,14.01452719
14.9276009,,17.55440707
14.9276009,,8.425510321
14.9276009,,8.07822002
14.9276009,,14.58824886
14.9276009,,13.52129504
14.9276009,,4.390295245
14.9276009,,13.91046085
14.9276009,,5.445697644
14.9276009,,11.66837098
14.9276009,,15.10841791
14.9276009,,22.74928308
14.9276009,,5.664111532
14.9276009,,6.052845601
14.9276009,,12.83250549
14.9276009,,5.664111532
14.9276009,,13.59380372
14.9276009,,14.01452719
14.9276009,,17.55440707
14.9276009,,10.75182831
14.9276009,,12.83250549
14.9276009,,9.290356629
9.61898761,,6.052845601
9.61898761,,14.65795962
9.61898761,,15.99593677
9.61898761,,12.9039225
11.47062199,,6.052845601
11.47062199,,16.7549424
11.47062199,,12.53824916
13.80937039,,14.93543713
13.80937039,,12.9039225
13.80937039,,6.949995802
13.80937039,,9.193926828
13.80937039,,7.705808725
12.94855265,,10.88058326
12.94855265,,5.664111532
12.94855265,,15.89611863
12.94855265,,5.445697644
12.94855265,,15.25918871
12.94855265,,11.51842315
12.94855265,,14.44267718
12.94855265,,14.47344384
12.94855265,,10.03567117
12.94855265,,8.449066699
12.94855265,,12.73794842
12.94855265,,16.10329662
12.94855265,,6.949995802
12.94855265,,15.10841791
12.94855265,,9.58872679
12.94855265,,15.2830256
12.94855265,,21.75432007
12.94855265,,7.806791537
12.94855265,,4.390295245
14.22478578,,18.00352107
13.5501578,,18.17215074
7.80679153,,9.193926828
8.93141273,,18.371169
8.93141273,,13.27715409
8.93141273,,13.74466987
9.85030489,,5.445697644
8.04969867,,13.30142255
8.04969867,,11.86489179
15.7151881,,4.390295245
17.6463077,,18.00352107
17.0784036,,11.10095532
17.0784036,,21.25071723
17.1998178,,8.04984978
14.6630146,,12.32506886
15.8836979,,11.59264561
13.00594161,,17.00617976
13.00594161,,4.390295245
13.00594161,,12.83250549
18.9201440,,9.193926828
15.5612938,,14.95778526
15.5612938,,9.684549942
15.5612938,,8.974091589
15.5612938,,27.8014691
15.5612938,,11.55254649
16.4868370,,5.445697644
16.4868370,,11.97904988
16.4868370,,18.92790975
16.4868370,,11.27052144
16.4868370,,27.52303487
11.08155127,,9.193926828
12.70472228,,14.96464667
12.70472228,,14.569374
12.70472228,,13.96135531
12.70472228,,14.007744
12.70472228,,7.552156071
12.70472228,,8.974091589
12.70472228,,13.70954733
12.70472228,,16.1266165
12.70472228,,14.2641679
12.70472228,,8.07822002
12.70472228,,14.22105712
12.70472228,,9.684549942
12.70472228,,12.228634
12.70472228,,14.05851166
12.70472228,,18.60351459
12.70472228,,16.3417426
12.70472228,,21.94584339
12.70472228,,5.445697644
12.70472228,,18.78958799
12.70472228,,15.27569587
12.70472228,,19.24016481
12.70472228,,9.193926828
12.70472228,,15.92338466
12.70472228,,14.05851166
12.70472228,,7.811006187
12.70472228,,14.58543131
12.70472228,,8.92457591
12.70472228,,14.82544908
12.70472228,,16.1266165
12.70472228,,14.58543131
