cs_ngram_diff,cs_dep_diff,non_cs_ngram_diff,non_cs_dep_diff
0.5850191,0.1537167,3.86522087,1.04818752
-3.6869654,-0.52231,3.8822804,-0.1628794
0.9803205,-3.7376749,0.909664,-0.7866444
-2.839304,-3.652642,0.021994,2.0123315
1.379179,-0.6264737,-1.8790735,-0.6271243
-3.8822804,-3.2883054,0.959652,-2.9195755
-2.239482,-0.063278,3.1816356,-0.9149332
-1.6175988,-3.7004658,-0.6511336,-1.4967707
0.8263192,-0.929033,-1.7842305,-0.629082
-1.1503658,-0.9647545,-0.040461,-0.5153544
-2.1681624,-2.1483074,-0.7683096,-3.0515842
-2.7313674,0.343555,0.938407,-0.5412493
-1.3492489,-1.2960415,1.3609662,4.0380921
2.8803316,-0.5378246,-3.1324255,0.75336
-3.8134864,3.1085207,-5.0164063,-1.8643253
-0.9429989,-2.1644234,2.9010854,0.4459398
-0.6386133,6.6314745,0.3431483,3.3373905
-1.1763846,-3.7730324,6.89980777,1.517378
-1.9858894,0.4609897,-0.040461,1.04818752
2.0997663,-1.2893697,-0.7260284,0.40764
-0.9819937,1.3651843,6.89980777,-0.4494993
-3.4277587,0.7157307,1.4094354,0.8075476
0.8970376,0.877951,0.365456,-0.1035968
-3.6869654,-1.1875767,1.1557014,1.5851483
-1.012224,1.0127818,-3.9316245,0.2018644
-0.6591046,-1.0138991,0.961443,2.068517
-0.374503,-1.606378,0.0245225,4.0066603
0.8970376,-1.6602753,-0.040461,-0.2786447
-3.217489,-1.1364685,1.2209413,-0.337685
1.5838222,0.7272377,-1.559432,-0.3427016
-3.7895254,-1.5975561,-3.5605828,1.9247491
-0.868688,0.0744134,1.5674777,0.1458175
-1.0402854,-1.0138991,0.961443,0.6133852
1.9081292,0.1537167,3.86522087,2.7879021
-2.5131386,1.0284983,-0.040461,0.7739305
-2.428273,1.136329,3.4576006,0.3612359
3.8949395,1.4077556,-0.8684158,-0.3240271
-1.570768,-1.5426213,6.85864037,0.5257096
-3.8822804,-1.1773764,-0.040461,2.2474403
0.0528812,-0.3908248,-2.9380415,1.0115445
-0.68626,-0.5398893,6.89257237,1.6236473
-1.7006181,0.4609897,-0.040461,1.04818752
-0.4284733,-0.4165106,0.2819168,1.2689803
-0.7549385,0.2732395,-3.7271687,0.6882383
1.352978,-0.061501,0.868688,1.0535569
-1.4707824,-1.3873175,1.1586239,-0.0704956
-1.2439447,0.1537167,-0.040461,0.4212941
-2.160927,-1.6041395,-1.513923,0.6330838
-2.0446077,0.834526,0.9614947,1.4471723
-1.5630431,0.075436,2.5398105,1.8135816
-0.8505954,0.9831186,3.2141354,0.6829323
-2.3465626,1.5204323,1.252008,0.7320347
-3.9611228,-1.2424533,1.9887064,-0.560266
2.9747265,-0.4858487,4.19552137,1.480065
1.289979,1.263516,-4.2499577,-2.3071977
-0.334676,1.4005671,0.8932036,-1.1113495
-1.2576354,-0.578139,3.78229,-0.363194
-3.9611228,-2.1102876,3.5609911,1.0010493
-0.9265359,0.9831186,-0.040461,2.38720772
1.5365205,1.3919206,1.3609662,4.5068125
-2.8253167,0.216002,0.2819168,-0.3040637
-0.5453551,-0.110108,0.653759,0.6027451
-2.5071154,-0.5332733,2.1259346,0.2062842
1.2907972,0.8677365,-1.1040185,0.4922035
-1.430204,-1.1356979,0.690444,-0.4204192
-2.6710739,0.321238,-0.040461,0.2313817
-3.042099,-0.5464977,3.2254467,0.2216436
1.1693915,1.9652971,-0.8696479,-0.7277497
-0.8505954,0.5939019,-0.040461,0.5127174
-1.5341126,-4.054893,6.89980777,-1.6709073
-1.8974524,0.4884474,-3.3792776,0.2758836
-2.6020904,1.0284983,1.1011564,2.100105
-3.0919032,1.0401375,1.3659392,1.9562507
1.1693915,0.0691226,0.8843785,0.6029656
-3.7895254,0.5014277,-3.9717128,-1.2599731
-0.961443,2.9101822,0.6591046,-0.6841541
-2.7254257,-1.0138991,2.1762657,-3.022891
-3.875045,-2.8771648,2.151097,4.0241393
1.235794,-0.0498487,-1.0673335,-0.6825002
-1.2800664,-0.014242,1.3481514,1.083224
-2.726403,0.098868,6.89980777,3.7109209
0.0528812,-1.169885,0.8843785,0.6518168
-3.67973,-1.2497711,-0.904273,0.1720695
-1.104979,-1.6278205,3.86522087,2.8157762
-0.5974687,0.244697,4.0557959,-0.3383665
-3.7895254,1.6390961,0.7425457,-2.1739158
-0.868688,0.5214313,0.7675085,0.394279
1.1587295,0.2012521,0.868688,1.32008
-2.9038533,-0.52231,2.979647,1.2223275
-1.3917433,0.9138012,2.1119775,3.1881152
-1.8668862,-0.0467109,2.8190069,1.7700375
-2.8317675,0.2793194,-0.8970376,-4.7663888
0.4607448,0.5801527,3.875045,-4.981917
-3.9611228,3.8982852,-0.040461,0.5931
1.3379915,1.1968972,-0.720075,2.4191732
-1.920902,0.5794663,-0.040461,1.2510112
-0.7656279,-1.4578145,0.485518,0.1363759
-0.6828184,-1.334524,2.2168934,1.1130686
-1.5284944,-1.219843,0.940249,-1.277897
0.5558386,2.1252815,0.8843785,-0.3843075
-1.1838512,-0.208205,-0.7402053,-0.3129119
-3.2449434,0.1785945,3.579942,0.1363759
2.376436,-5.327916,-1.674974,2.3802446
-1.566344,-0.9414001,3.7895254,0.0386173
-3.8822804,0.582737,3.8822804,0.8259768
-0.5630892,-0.817819,-1.4086809,1.1963825
-0.1401597,-1.919178,-1.0799755,0.000936
-0.2441578,-1.4356535,1.1822287,0.9647894
-1.8668862,-1.78926,-0.7683096,1.7535911
-0.563564,1.7835178,2.1980343,-1.1976496
-2.638218,-0.8093088,6.60540997,-1.6869857
-1.4543344,3.765733,3.7895254,3.3373905
-0.5959074,-1.9182775,6.89980777,0.6304384
-3.8822804,-0.987844,2.3271193,-3.460517
0.3068919,-0.9540848,-1.5102235,-1.6805207
-1.247422,-0.4220762,2.7181903,-0.0942316
-3.483974,8.296819,1.600008,4.6049013
-3.5025794,-0.844337,1.3307867,1.11685007
-0.81042,0.009469,3.104273,1.4657024
-3.1707456,4.6203644,2.2789674,3.3373905
-0.8476935,0.5592186,-3.9316245,0.4428699
0.5483341,0.0151013,-3.8949395,1.352935
-1.9620694,-2.3366637,6.60540997,-0.1157017
-2.9283109,1.4326074,2.1776982,-2.6797236
-1.0399374,-0.9902945,-3.9316245,-1.3285311
-1.0402854,2.8629709,0.868688,-1.8876896
-0.5453551,3.3573331,1.104979,-0.7532257
2.351045,1.4135973,0.959652,-2.1242043
-4.3838358,4.353335,-0.040461,-5.1250334
3.4100141,-1.9132349,1.0243497,-0.189535
-2.8944523,0.2853227,-4.1790183,0.5931
1.3780705,-1.0401782,0.4414435,1.9427914
-3.8822804,-2.1089032,3.5878826,0.867681
3.8949395,-1.1556008,-1.0673335,0.8004507
-2.1391426,0.3565413,1.3609662,0.8531451
-0.123327,0.4201163,3.6513899,1.4992253
-1.9275172,1.0791257,3.6513899,2.7166405
2.8451177,-1.3848819,2.05055,-0.2737012
-3.2141354,-1.7573073,0.210553,0.6754494
-0.6022749,0.7539449,3.3553704,-0.2167623
-1.6616512,0.806139,-3.2519228,-0.360228
-1.9549376,6.4014908,1.7646088,-7.3192313
-1.6660394,-1.92449,6.89257237,0.117393
-2.2586885,0.8710677,-0.040461,-0.9663364
2.0777927,0.8640218,1.0879908,-0.259744
-0.1322479,1.6521631,3.5727066,1.3202416
-4.0557959,-0.606122,6.58756287,1.6392374
1.8118097,-0.65723,-1.0799755,1.6901496
-2.1054662,2.3195428,-1.2092825,1.0599744
0.138537,1.7200174,-0.8263163,1.0808556
-3.8822804,0.5618506,2.1762657,1.7349543
-1.9186659,3.3721761,3.5609911,-0.6695806
-1.1283441,1.7200174,3.4016941,-1.4850376
-3.8822804,1.7853966,1.2388744,-1.9658539
-1.9620694,4.2511664,0.5556069,2.7933221
-1.4894958,2.6369519,0.6775351,0.6376052
-3.875045,-1.696719,6.89980777,7.8990172
-2.1762657,-0.6518576,2.2955112,0.399136
-2.1762657,0.8749552,-5.9015056,0.4400688
-2.2789674,-0.8670506,3.4576006,1.2615795
-3.9611228,-1.3936076,1.7821026,2.0031199
1.3385005,0.9473253,1.3609662,-1.1326122
-0.4660039,-3.3711677,3.5537557,1.9397678
-1.6851854,-1.3765302,-5.1615206,3.6274304
-4.0557959,1.4751802,2.2253263,-0.8913803
2.3797131,-0.2422962,2.090031,1.1821794
-0.9654966,0.4798785,2.6702454,-0.6132345
-1.3247846,1.8546523,-0.040461,-5.119991
-0.242079,-2.3671017,0.735133,0.8172258
-2.6001742,-2.1382157,3.097758,-0.8112974
-0.3762073,0.6028855,0.7305525,0.4987454
-1.878866,-0.304441,1.8006385,-2.436218
-2.428273,0.0337487,2.1929033,-1.1286621
-0.8155845,-0.840291,0.8843785,1.4128786
0.8025716,-2.066597,1.1188284,-1.602438
-1.7629819,-2.086456,-0.040461,-0.4076148
-0.921526,-0.5538105,-3.0579883,-0.0495403
-3.8822804,-0.642099,5.75093397,0.0454979
-0.8843785,1.0345953,0.8843785,-1.0176993
1.2397495,-0.840291,-1.5128121,-1.1858001
-3.5700355,-0.7302081,2.9761085,0.4429468
-0.7916235,0.1549211,-0.8093137,-1.8130795
0.156396,4.5584955,-1.253164,-2.1297553
-0.8391857,-0.7308566,2.9831261,0.3821318
-2.0945211,0.3955628,1.2811683,-1.574949
-3.7895254,-1.0153424,0.741541,1.2868528
-1.4747157,-0.163832,-0.3535747,2.3219405
-1.2256648,3.9731336,2.1403957,-0.621464
2.5760957,1.4163866,1.7295246,0.8541222
-1.3386794,-0.022284,-0.040461,-0.1489966
-2.2944947,1.7483877,2.2166429,0.9054523
0.3068919,-0.4139543,-1.1086065,0.1363759
0.266451,-0.3345201,0.7187286,1.4602025
-1.7164817,-1.2190575,3.841113,0.8809805
-4.3426684,-0.9430251,-3.0579883,1.5824614
1.2815977,-1.9958987,0.5453551,-1.5242128
-2.4267555,-0.498908,2.8476639,0.5797467
0.7810085,2.8761854,3.90190587,0.0581757
-1.957415,-3.839735,6.89980777,3.3765293
-3.6869654,-0.6026964,0.347976,1.1699786
-1.1838214,-0.2288694,1.3609662,0.573799
2.0742168,0.7856921,-1.2972331,-0.1987428
-1.998409,0.700107,5.22499837,1.092538
-1.9620694,-1.097675,0.6268504,-0.2445774
-2.9283109,2.6369519,0.8983633,-0.2778397
0.0785141,0.1147002,0.5453551,0.8337612
-2.7397606,-0.3094353,-0.4335916,0.1363759
-0.82496,-1.284218,3.4576006,3.3373905
-3.8134864,0.6093353,3.2053593,0.6777587
2.190247,2.213455,0.0042129,0.0573898
-1.0498724,0.2270946,-3.4952189,2.711609
-1.1322022,-2.543309,1.5041423,0.4227486
-1.3307867,-0.0946244,2.1762657,-1.6210761
-1.8668862,-0.7470193,-4.884474,1.0868122
-0.412098,5.0322028,2.9831261,2.4445465
-0.874598,0.9272687,0.7102838,-0.5459408
0.2021031,-1.5126514,2.9377853,0.0005697
-0.509788,2.7172728,2.8173573,-1.3473754
-0.4541496,2.7172728,-0.0660987,0.2022173
-1.3420493,1.1833811,1.3145616,0.7389536
-2.1762657,0.4518845,-7.8373063,-1.9845354
-2.346702,-2.1538784,1.3609662,2.0232973
1.4924704,0.950733,1.0879908,1.42752
-0.6505322,0.4798785,2.9761085,0.4429468
-1.4326319,0.4798785,1.0742889,3.521732
-1.923483,-0.5234471,3.5025794,2.8935314
0.8970376,-1.3358822,3.579942,-0.3313494
-2.441481,-1.8786092,0.8476935,0.6518168
-1.8446744,2.2560232,2.1244171,1.361289
-3.7895254,0.546556,0.156631,1.7295816
-0.868688,0.773823,0.6591046,-0.5296416
-0.6591046,-0.9736507,0.0530486,1.2143112
-2.428273,1.368317,2.1259346,-1.1817978
1.0048035,0.179194,-1.6117448,-0.0123908
1.7792884,-0.7563067,0.9350983,2.0527648
-3.391219,2.2067845,1.3109942,0.1177572
-0.892649,-2.3831348,0.6591046,1.0189777
-1.2241507,1.2028216,0.7988586,2.31194152
0.8297395,-0.6075393,-0.8093137,0.6075393
-2.583731,-1.2324224,1.392231,0.266202
-0.4414435,1.325549,-1.4526495,1.8504769
2.1264071,-3.0753353,-1.7197905,5.3306212
-1.9033134,-1.78926,-0.040461,0.172175
-2.6391124,6.6218835,3.1386466,0.2601342
-1.3188124,1.3465457,1.915339,0.1376723
-2.379405,0.5874366,4.3955531,4.2517837
-1.8504724,-1.9048578,6.89980777,2.3929272
-0.0530616,0.384281,0.156631,-0.431088
-3.579942,1.1016078,-2.3303205,-3.1566573
0.787235,-1.1678084,1.31805,2.0832412
-1.660975,-0.1917194,1.5630431,1.7471255
-0.7576633,0.0868495,3.0432628,0.2376106
-3.7895254,-0.4741356,-0.040461,-0.817429
1.150067,-4.3916536,1.2461884,0.1088545
-1.7365543,0.1249852,1.5014486,0.0192464
-2.4035474,-0.334817,-0.040461,-0.710928
-3.9611228,0.5308584,6.89980777,0.5526989
1.3274379,2.1892783,0.5453551,1.6274151
-2.422689,-2.5221126,-3.0579883,0.2359922
-0.8663153,-0.87774,0.8764526,3.11378804
-3.579942,0.276324,2.690311,-4.1243408
-2.428273,-1.888381,1.310434,1.143074
-0.8843785,-2.6177785,-1.1086065,0.1363759
-0.1086249,0.8614527,2.4245786,0.5371963
-1.4245286,-2.7431321,1.1977834,-1.224758
-2.4585905,-0.7563067,6.10943057,3.6205727
-3.2665933,0.6546806,2.389631,0.3365533
-3.6869654,-2.6177785,3.6883459,0.7288806
1.4927526,0.5469216,4.15021977,-0.722189
-0.577097,0.7501014,1.4942132,0.1363759
-2.3684678,-1.400482,-0.040461,7.6224932
1.9305646,-1.78926,1.5813683,1.569926
-3.7895254,-1.219843,-3.0579883,0.2359922
-1.0402854,3.3573331,-3.0579883,-2.223197
1.2474055,3.3573331,-3.674339,-0.6695806
-1.660975,0.3823118,1.9784043,2.4177254
-0.8933215,4.3624255,2.1259346,2.5504223
-3.6883459,-3.166664,-0.040461,0.6726737
-1.610962,-1.0543365,2.9377853,4.9212539
-3.6883459,4.1820466,2.8173573,0.1553846
1.1145047,-0.2209406,0.4414435,0.8714149
-3.483974,-1.400482,1.43433,1.8432362
0.8970376,5.3917987,3.6513899,-0.5216014
-0.04889,-2.1043194,0.8324074,0.8980417
-1.2534218,-1.2815972,-0.040461,-0.1095525
-0.509788,0.4798785,2.9761085,0.7140345
0.5517564,0.4798785,-0.040461,0.6183698
-1.6331701,-0.5331506,1.8960967,1.9882108
-1.2122544,-0.638708,1.0613044,0.7190535
-3.217489,0.4798785,3.6883459,-0.1407589
1.2075815,0.6193049,1.211614,3.252645
-3.579942,-1.5918205,-0.040461,0.702362
-2.232958,-2.8677779,2.1014145,3.2689357
2.0356417,-0.4461639,0.8476935,0.1654334
-0.7655666,-1.8161626,1.4265162,-0.3194987
0.136096,1.5312267,-0.040461,-0.9066797
-1.8250661,-1.469133,1.1229883,-0.8944758
-0.7344243,0.2361606,1.6831634,-1.8433328
-2.1690303,1.1900363,-0.040461,-2.480096
-1.09439,-1.700539,3.748358,2.4422904
-3.579942,-0.4595725,-1.1819577,-1.2957856
-0.893609,-0.170418,0.9186785,-0.3377402
-0.3300109,-2.1797916,-4.7236258,0.21038
1.1187507,0.9535432,3.86522087,0.3622896
-1.6242066,1.4005671,-0.040461,1.4942195
0.293088,1.2683833,0.8760944,-2.5929253
-0.0459237,-1.6254845,2.1705196,0.3425735
-3.2449434,-2.4275426,3.8822804,3.2148795
1.1738034,-5.485236,-1.674974,2.386165
-2.5366199,2.8132206,1.7373538,1.8302192
1.5821555,-1.1766527,-5.3970433,2.6815208
-0.5969997,0.0748497,2.9439312,3.8054539
-1.028975,0.222394,1.246481,-1.0237897
-2.0383174,-1.6345429,3.1816356,-0.7627706
-1.2548309,-2.8717156,-5.2457129,-0.8376892
0.065866,3.3573331,-0.040461,0.6075393
-2.5839172,0.91556,0.7276797,-0.0825048
-1.2070508,0.2523415,0.3050246,-1.2090605
-1.2534218,-2.88116,3.0432628,1.4263336
-1.9466772,0.7064248,2.9447121,0.9520891
-4.0557959,0.475598,2.3608614,-0.6465513
1.8118097,-3.1951397,-0.4344347,2.2184077
-0.5091255,2.6369519,-0.0660987,-0.014566
-1.2534218,-2.2808107,0.347976,1.1699786
-1.4245286,-0.5345833,1.4360495,-0.7169922
-2.6710739,-0.7563067,2.1681624,1.005877
-0.516955,0.4024238,2.2684134,0.9425375
-2.780019,-2.46998,3.4378144,0.8099383
1.0845695,0.478292,0.8843785,-1.3942627
-1.5014486,0.3770221,-0.040461,-1.1443941
-1.5269934,-2.247325,0.2078434,2.7227831
-2.0383174,-0.0872212,-4.9602157,3.1309928
-3.4772805,-0.2792063,-0.040461,4.5619665
1.7943797,-2.2195323,0.6591046,0.29564
-0.599236,0.9066797,-0.040461,0.6304384
-0.945496,0.1433925,3.8822804,0.5149713
-1.1977834,-0.2994305,2.1259346,1.8743364
-3.391219,-0.0477234,6.89257237,0.1430926
1.130775,3.3573331,0.961443,-2.8904171
-3.8822804,-0.9269637,2.7644414,-0.3129645
0.8216362,-1.8850739,-0.9800758,0.2648624
-1.7810987,-0.2078671,3.579942,-0.9065404
-1.214139,1.174824,3.2741533,-0.8217564
-1.342619,1.174824,1.548265,-0.7159065
-2.6710739,0.5327816,1.6070874,1.3784714
-2.7208097,-1.6544959,1.8308925,1.0613642
-2.0807504,1.184062,1.8941904,-0.1708369
1.0804491,1.0980817,1.2256648,-3.2933958
-0.3379845,0.5459515,2.9038533,-0.2236969
-2.9450207,-0.9479733,0.8760944,0.2688656
-3.78229,0.4001908,-0.904273,3.821155
-0.6591046,5.0581388,0.961443,-2.8904171
-2.1259346,0.4991925,1.2209413,0.518589
-2.1259346,2.3453047,5.85683137,3.7211094
-0.571758,0.845408,2.4245786,0.9300919
-0.0960047,3.3573331,5.93899087,-0.6695806
-2.9450207,-2.2367736,1.0656764,-0.3053508
-0.7344243,1.107665,2.973886,1.0613642
-1.7875944,0.1168744,-0.040461,0.3198094
-2.1762657,1.649492,3.78229,3.3373905
-3.8134864,0.9193647,2.1350983,-2.2686218
-0.3486885,-2.9902192,1.0879908,2.1206432
-0.961443,3.8385427,0.7305525,-0.8402033
-0.8843785,-1.219843,-1.7081295,-2.6636884
1.747312,1.2683833,-1.3116731,-2.4477113
-3.579942,0.5327816,-0.040461,-4.8997765
-0.3081005,0.7310882,2.1259346,1.000032
-3.748358,-1.1433565,3.3569921,2.6940344
0.2298274,6.1791531,-0.9897995,-3.89222
-0.989934,-1.4108227,2.1403957,-2.7270893
-3.41518,0.1059464,2.3271193,-1.1253954
-3.7895254,-4.8739034,0.877877,-3.3069441
1.290621,0.0720699,0.6591046,1.1104292
-3.8822804,-5.5677017,1.1102755,0.021949
-3.0746009,2.3376419,-0.099948,-1.7436285
-0.1872437,2.8904908,-0.1309554,4.2398832
0.3435769,-0.0779735,1.565422,-0.9876817
-1.3247846,-2.7967583,-0.038264,-3.2316875
-2.5071154,-0.2825454,3.579942,1.495206
0.8583212,-0.209438,-0.040461,1.5275225
-2.2813101,-0.48959,3.8134864,1.6528484
-2.9450207,0.4408645,2.8369227,4.85480476
-3.1707456,1.3651843,3.3438325,-1.2551243
1.5075935,-2.237921,1.2256648,-4.143558
-3.3315894,0.244697,-0.040461,-0.0703063
0.940042,-0.4163095,1.3609662,0.7982349
-2.422689,1.1655427,3.86522087,0.4533124
-2.3783955,-0.3110546,3.2654187,2.2872052
1.0527077,-0.0283203,3.8134864,-1.1056405
-2.9010854,0.3029605,0.809454,0.2820202
1.7444801,-2.2367736,-1.6352429,3.0732964
-1.229897,2.7172728,3.6883459,-0.1407589
-1.4707824,0.5253115,1.2805236,0.7986263
-1.0709814,0.4609897,-4.16213,1.20572216
-1.851764,-0.52231,2.8363082,-0.2109434
1.1708965,-2.545319,0.3599692,-0.113144
-1.654919,-0.0528354,-0.040461,0.149187
-0.4660039,-0.4828444,1.4335928,1.2562411
-2.612494,2.1023951,-0.040461,1.8342571
1.2541122,1.2683833,-2.0812295,-3.082197
-3.875045,-0.0177667,-0.040461,0.0100613
-1.4980664,0.6514086,1.5679885,-0.1193261
-1.6524055,-0.063278,1.1644504,0.4916615
-3.8822804,-0.7492033,3.2741533,-0.4972835
-1.2534218,5.206499,4.0833082,2.7227831
-0.127861,0.4798785,6.89257237,-0.617086
-0.8714948,0.012832,6.89980777,2.8618965
-2.69101,0.193471,-0.040461,0.0140606
-2.2927036,-0.882128,1.100213,-3.0433163
-1.627123,0.7771446,1.3247846,-2.1242043
-3.875045,-3.3500097,0.6775351,0.2588113
2.4519764,2.8478583,2.3273416,0.7297198
-0.413032,-2.3895273,1.7862285,-0.3243349
-1.2505899,-0.6959883,-3.0579883,4.444104
-2.1013714,0.6514086,-0.040461,0.385213
-4.3838358,-1.5490086,3.4576006,1.9475643
0.4811746,-1.0755605,1.3609662,2.0952329
-3.8822804,-1.5576708,6.89980777,0.162088
1.2541122,6.692498,0.8843785,-0.6407876
-1.7365543,-1.47484,-0.040461,0.7306661
-0.6702997,-0.0177667,-0.040461,0.4608473
-3.9611228,0.5017427,1.0479207,0.7389536
-0.5453551,1.7928498,0.2771002,-1.4336998
-1.2170665,1.7928498,2.1259346,-0.3194987
-0.949881,-1.1624277,-0.6713645,-0.5966514
-3.5727066,0.3730179,3.5727066,0.7442968
-1.2370026,-0.083221,2.1259346,0.9301075
2.195297,-0.4220762,0.215111,-0.2441497
-3.9611228,-0.2273249,-0.040461,1.2779195
1.0699365,-0.5748803,3.78059517,-1.1431475
-1.9620694,-0.302328,1.3819781,0.4473775
-1.924161,0.6573477,2.2044724,-0.2353786
-1.5314808,-0.2489524,1.5361331,0.620968
-2.0071764,-0.5279283,3.841113,-0.4977177
-1.9974032,-2.7216556,3.7895254,2.7662945
1.2837185,-3.8427873,0.2819168,0.4073063
-2.6191251,-1.4472999,0.5023057,0.2502572
-2.1259346,-1.915289,1.31805,-0.4686122
-0.1041653,-1.915289,1.5198786,0.223301
-3.8822804,-1.5558944,1.0989182,0.1363759
-3.5198237,0.2857284,3.3993965,0.310981
-1.0868914,-0.52231,2.1885882,1.3784714
2.6611547,-1.1390197,1.1987785,1.4815052
-3.579942,0.193471,6.89980777,-0.262025
-1.9208374,0.0450655,1.2119874,-0.701108
-2.6403055,0.773823,0.68829,2.07916943
-1.349901,4.2334722,2.3902297,1.4111985
-0.4063045,-0.52231,2.6741581,3.2877539
0.166347,-0.375946,3.8822804,-1.468864
-2.1142388,0.2853227,-4.5175797,1.5842688
-2.2168934,-2.628094,2.1350983,1.6528484
-0.2923569,0.9602235,1.7887393,0.2935822
-0.8836942,0.0199263,3.8822804,0.0143195
-2.9450207,0.8152877,1.190548,3.8328926
-3.1813983,-1.7733422,-0.040461,-1.129413
-0.6643515,-5.151011,0.961443,0.4016636
0.166347,2.8420133,1.4818794,-0.9825701
-3.2741533,0.2853227,-3.1507433,0.5532877
0.0528812,-0.6825632,1.1279388,0.7569675
-2.160927,0.3251543,1.7886145,0.2359922
-3.065523,4.393579,3.6883459,-2.653937
1.5534548,-0.5204425,0.2078434,-3.4540808
-3.7895254,-2.221993,2.1643114,1.4457888
1.466503,3.7834542,0.961443,1.3405262
-3.9611228,0.3646127,0.959652,-0.9733615
1.9024939,2.2238445,1.021209,0.2313817
-4.0146285,1.2972416,-3.995248,3.3373905
1.9114371,-0.3218598,-0.7491187,4.0477938
-3.7895254,-2.335082,3.6102225,-0.8258807
0.2298274,0.0106803,0.5367632,-0.3981359
-3.5628164,0.4294534,3.1816356,-0.4624513
3.2009339,-0.5748803,-3.9316245,2.4191179
-3.1813983,0.2853227,-4.139661,1.5842688
-0.6591046,1.0401375,-1.254798,0.3223109
-2.428273,0.0106803,2.1259346,1.000032
-2.9511666,-0.7098241,0.9290538,1.57108
-0.9598266,0.703479,2.84482,-0.215929
-0.7797856,-0.1510249,1.3247846,-1.2865598
0.8970376,-0.0969371,1.6108227,0.8526613
0.1859685,-1.2675028,-3.9316245,-0.9888807
-1.5284944,0.68749,-1.1040185,0.5655673
-3.8822804,0.016445,-0.040461,1.3405262
-1.6960864,-1.392834,0.4414435,-1.867136
-1.5013305,1.8050981,3.6513899,0.3205527
0.166347,-1.66621,3.8822804,1.3738107
-3.2741533,0.2853227,-4.5175797,0.5931
3.4062261,-0.9861898,-1.3531145,-0.7690213
-1.3872728,-2.071042,0.6775351,3.6863615
1.349628,2.1154458,6.89980777,-0.980505
-2.7457114,-3.0257978,2.8999185,1.056808
-0.8843785,0.8529037,-1.1086065,-1.0395056
-3.8822804,0.2452457,-0.9716925,1.7013853
-2.2081261,1.8195614,3.0781072,4.8162739
