,random_non_cs_1_word,word_freq_zh,cs_word_pos_zh,cs_word_length_zh,sentence_length_zh,ngram_surp_zh
494,和,4.681213610519307,CC,1,10,3.4168775
495,了,4.559665786076213,SP,1,10,6.6978993
496,。,24.01388396175678,PU,1,7,3.0268083
497,相对,8.654487432499272,AD,2,9,7.1735477
498,。,24.01388396175678,PU,1,12,3.0130775
499,常,9.398654691151219,AD,1,5,7.1912155
500,房租,12.735441092770756,NN,2,9,8.258524
501,很,6.723622818117736,AD,1,8,7.327216
502,商科,15.691003939986876,NN,2,13,7.310274
503,新,6.61082971441213,VA,1,12,6.558925
504,。,24.01388396175678,PU,1,7,3.0130775
505,全,7.4216633733223825,VA,1,8,6.8726544
506,本人,10.217505256108533,PN,2,18,7.2327523
507,厕所,13.3800497876716,NN,2,3,7.3514414
508,有,5.134998086658783,VE,1,6,5.096284
509,请,9.09378964655144,VV,1,5,7.3514414
510,入住,14.602645647413707,VV,2,4,7.1670523
511,看看,17.920314191711647,VV,2,6,7.1670523
512,细节,10.562749353071979,NN,2,14,7.1807833
513,价值,7.668070835839598,NN,2,8,7.2327523
514,楼,9.712738211508153,NN,1,11,7.1670523
515,卫生间,12.958432945055549,NN,3,14,7.1875896
516,个,5.928795457736317,M,1,17,5.713045
517,：,24.01388396175678,PU,1,5,4.4276857
518,两,6.622455166510385,CD,1,8,7.3514414
519,.,3.3652295975453916,PU,1,7,4.365897
520,上,5.516516112333384,DT,1,15,5.628701
521,为,5.56764322539914,VC,1,6,4.918552
522,市场,6.711629840237225,NN,2,11,7.1670523
523,没,8.435881584195032,AD,1,12,7.1912155
524,。,24.01388396175678,PU,1,3,3.0130775
525,男生,13.55092348863314,NN,2,14,7.3095484
526,考虑,8.319959899191511,VV,2,12,6.8726544
527,可以,6.39906961183706,VV,2,9,7.1598167
528,院子,11.852118543788583,NN,2,4,7.1807833
529,最,7.29431282237448,AD,1,16,6.8726544
530,就,6.133440848420254,AD,1,5,7.1598167
531,，,24.01388396175678,PU,1,8,4.1666403
532,和,4.681213610519307,CC,1,9,3.4168775
533,渠道,9.57116839569456,NN,2,8,7.1670523
534,，,24.01388396175678,PU,1,13,4.1666403
535,方桌,15.828812484224498,NR,2,12,7.1807833
536,性别,10.519459220812008,NN,2,12,6.996589
537,。,24.01388396175678,PU,1,8,3.0130775
538,免费,11.06351960234349,VA,2,7,6.3242297
539,注明,17.218178186583266,VV,2,11,7.1670523
540,私家,13.829852251175339,VV,2,9,7.2971773
541,。,24.01388396175678,PU,1,3,3.1082816
542,赠送,12.552809841592119,VV,2,18,7.3514414
543,~~~,24.01388396175678,NR,3,8,7.1670523
544,、,24.01388396175678,PU,1,13,4.3740377
545,，,24.01388396175678,PU,1,11,4.1803713
546,本科,11.549868349770115,NN,2,22,7.0570436
547,联系,7.951912412664681,NN,2,7,7.2138476
548,后院,13.943823209394838,NN,2,8,7.2971773
549,。,24.01388396175678,PU,1,18,3.0130775
550,和,4.681213610519307,CC,1,33,3.4306083
551,考试,9.886226793537919,NN,2,15,7.249384
552,后院,13.943823209394838,NN,2,7,7.21781
553,好,6.901947304013093,VA,1,12,6.558925
554,读,9.663296240304238,VV,1,6,7.1598167
555,很多,8.466083900336155,CD,2,8,7.1735477
556,感兴趣,18.449363554434086,VV,3,8,7.1807833
557,的,2.7277528723935442,DEG,1,9,4.1759996
558,工作,5.9998331040032795,NN,2,11,6.572656
559,：,24.01388396175678,PU,1,5,4.4414167
560,信息,7.6471341400892765,NN,2,6,7.2837515
561,已,7.390917240248654,AD,1,12,7.3514414
562,准备,8.480319141685055,VV,2,6,7.297524
563,的,2.7277528723935442,DEG,1,13,4.1759996
564,入手,12.177339944530466,VV,2,4,7.1670523
565,，,24.01388396175678,PU,1,9,4.0562763
566,很,6.723622818117736,AD,1,10,7.240411
567,公寓,11.959774390608453,NN,2,11,7.1670523
568,是,4.463178522257185,VC,1,11,4.3110814
569,。,24.01388396175678,PU,1,16,3.0268083
570,桌子,11.832662566399254,NN,2,12,7.1735477
571,门口,12.313649398481559,NN,2,5,7.3514414
572,要,6.154497896789039,VV,1,5,7.1735477
573,风景,10.649943185230693,NN,2,7,7.1807833
574,，,24.01388396175678,PU,1,14,4.1666403
575,人,5.359821963071103,NN,1,15,5.860838
576,是,4.463178522257185,VC,1,5,4.57131
577,毕业,9.149497727034227,VV,2,25,6.8863854
578,又,7.069997900664052,AD,1,17,6.6318607
579,可以,6.39906961183706,VV,2,7,7.1912155
580,负责任,24.01388396175678,VV,3,17,7.1670523
581,。,24.01388396175678,PU,1,7,3.5931375
582,0,7.514111514284092,CD,1,7,4.3740377
583,。,24.01388396175678,PU,1,3,3.0268083
584,近,8.771846581893232,VA,1,8,7.302313
585,。,24.01388396175678,PU,1,6,3.0268083
586,楼,9.712738211508153,NN,1,5,7.3514414
587,。,24.01388396175678,PU,1,7,3.0130775
588,还是,7.840140003261973,AD,2,5,6.3906245
589,住,8.394525626787178,VV,1,7,7.4424596
590,。,24.01388396175678,PU,1,9,3.0130775
591,。,24.01388396175678,PU,1,6,3.0268083
592,不,5.309630429407184,AD,1,9,2.563988
593,道歉,12.733634841134979,VV,2,8,7.1670523
594,请,9.09378964655144,VV,1,8,7.3514414
595,大人,11.941708490026622,NN,2,3,7.344206
596,车,9.107004283650413,NN,1,7,7.3514414
597,请,9.09378964655144,VV,1,13,7.3514414
598,条件,7.232597526009894,NN,2,10,6.572656
599,问,8.401560391914787,VV,1,14,6.8726544
600,回复,12.69202215463735,VV,2,6,7.1950088
601,力,7.79908564640551,NN,1,13,7.1807833
602,用品,10.956046305571942,NN,2,6,7.1670523
603,。,24.01388396175678,PU,1,5,3.0130775
604,很,6.723622818117736,AD,1,30,7.2062798
605,。,24.01388396175678,PU,1,4,3.0130775
606,短期,10.008569906650797,NN,2,14,7.198451
607,免费,11.06351960234349,VA,2,6,6.914836
608,空调,11.842982639238048,NN,2,4,7.1807833
609,服务,7.378581549862925,NN,2,8,6.734926
610,卖,10.646091216899242,VV,1,23,7.1670523
611,变速,14.734297417043784,VV,2,19,7.239988
612,顶,11.881560122119023,NR,1,6,6.94559
613,照片,10.08384187076839,NN,2,9,6.572656
614,宠物,13.820454392368028,NN,2,9,7.249384
615,是,4.463178522257185,VC,1,22,4.328749
616,信息,7.6471341400892765,NN,2,9,7.1735477
617,有,5.134998086658783,VE,1,16,5.225617
618,车,9.107004283650413,NN,1,13,8.271068
619,，,24.01388396175678,PU,1,10,4.1803713
620,好,6.901947304013093,VA,1,12,6.6322837
621,。,24.01388396175678,PU,1,7,3.0268083
622,以及,7.395731159472214,CC,2,6,4.494424
623,的,2.7277528723935442,DEG,1,4,4.1897306
624,水,8.780028928850754,NN,1,7,6.1919475
625,套,9.586499187361328,NR,1,7,7.602457
626,开始,7.440347963222288,VV,2,11,6.3825297
627,硕士,10.755201082120294,NN,2,15,7.2339845
628,房子,10.313797723407998,NN,2,7,6.9234123
629,联系,7.951912412664681,NN,2,6,7.1670523
630,即可,16.593904038094944,NN,2,7,7.1807833
631,不,5.309630429407184,AD,1,6,6.386715
632,站,9.056260790534413,VV,1,6,7.0570436
633,房子,10.313797723407998,NN,2,4,6.8726544
634,搭,13.351438080156973,VV,1,7,7.1670523
635,~,24.01388396175678,PU,1,11,4.4853916
636,一,4.847867458993145,CD,1,8,5.811053
637,，,24.01388396175678,PU,1,7,4.1803713
638,不,5.309630429407184,AD,1,15,2.563988
639,是,4.463178522257185,VC,1,7,4.2973504
640,赞,12.447948676472937,VV,1,14,7.239988
641,哦,12.653037989669757,IJ,1,18,6.8726544
642,短,9.585201141537182,VA,1,9,7.0570436
643,有,5.134998086658783,VE,1,7,5.225617
644,折扣,12.522549923030029,NN,2,5,7.3514414
645,租,11.570895045732026,VV,1,8,7.1670523
646,拎包,17.339322569942354,NR,2,4,7.3514414
647,出来,8.255902877749602,VV,2,9,7.1807833
648,：,24.01388396175678,PU,1,5,4.4276857
649,拎包,17.339322569942354,NR,2,13,7.3240514
650,介意,13.760725939434803,VV,2,16,7.1807833
651,干净,11.91336629523565,VA,2,17,7.1807833
652,我,5.742656255517172,PN,1,10,6.3825297
653,不,5.309630429407184,AD,1,7,6.2062354
654,请,9.09378964655144,VV,1,8,7.3514414
655,要,6.154497896789039,VV,1,13,7.1735477
656,当心,13.989462786325024,VV,2,3,7.3514414
657,没,8.435881584195032,AD,1,6,7.4738626
658,.,3.3652295975453916,PU,1,5,4.3314185
659,方向,8.685673730354045,NN,2,11,6.0079565
660,是,4.463178522257185,VC,1,11,4.2973504
661,房子,10.313797723407998,NN,2,14,7.0391965
662,从来,10.21369518509032,AD,2,13,7.1670523
663,，,24.01388396175678,PU,1,15,4.1803713
664,，,24.01388396175678,PU,1,10,4.1666403
665,。,24.01388396175678,PU,1,15,2.6029403
666,没,8.435881584195032,AD,1,8,7.1735477
667,。,24.01388396175678,PU,1,11,3.0268083
668,的,2.7277528723935442,DEG,1,12,4.1897306
669,手册,11.325406772153976,NN,2,8,7.1670523
670,想,7.909194574514237,VV,1,4,6.4932313
671,。,24.01388396175678,PU,1,14,3.0268083
672,了,4.559665786076213,SP,1,11,7.060108
673,住处,12.09152792818655,NN,2,9,7.1670523
674,能,6.854115083559211,VV,1,13,6.3825297
675,户型,15.715344416381901,NN,2,6,7.1670523
676,朋友,8.956370402388718,NN,2,11,6.6978993
677,有,5.134998086658783,VE,1,16,5.225617
678,。,24.01388396175678,PU,1,14,3.0130775
679,。,24.01388396175678,PU,1,6,3.0130775
680,个,5.928795457736317,M,1,12,5.762203
681,你,6.96104287928241,PN,1,6,6.7433143
682,吗,8.759761060956489,IJ,1,7,7.1735477
683,。,24.01388396175678,PU,1,5,3.0130775
684,。,24.01388396175678,PU,1,11,2.6029403
685,小,7.703771653739696,JJ,1,19,6.4554653
686,死,9.070362843566565,VV,1,3,7.1670523
687,需要,7.1858030399017725,VV,2,4,6.3906245
688,自己,6.558099018479207,PN,2,4,7.3514414
689,，,24.01388396175678,PU,1,9,4.1803713
690,。,24.01388396175678,PU,1,7,3.0130775
691,很,6.723622818117736,AD,1,16,7.239988
692,支持,8.144230311309984,VV,2,3,5.676632
693,感激,11.756828319976544,NN,2,3,7.3514414
694,。,24.01388396175678,PU,1,9,3.0130775
695,，,24.01388396175678,PU,1,28,4.1666403
696,方式,7.514188732408023,NN,2,7,7.1598167
697,适合,9.894526932023957,VV,2,9,7.3095484
698,？,24.01388396175678,PU,1,6,5.956181
699,可以,6.39906961183706,VV,2,5,7.344206
700,。,24.01388396175678,PU,1,6,3.0268083
701,这个,6.921922232013031,PN,2,22,7.0027795
702,超,10.245769040767136,VV,1,10,6.558925
703,一下,9.155342537774729,AD,2,3,7.242259
704,父母,9.530595827430046,NN,2,6,6.1316357
705,水,8.780028928850754,NN,1,17,6.132743
706,非常,8.291759627895479,AD,2,10,7.1735477
707,。,24.01388396175678,PU,1,3,3.0130775
708,求,9.094434990806317,VV,1,3,6.6078076
709,的,2.7277528723935442,DEG,1,11,4.1759996
710,信号,10.624896176426706,NN,2,4,7.1807833
711,上班,11.642368914241905,VV,2,22,7.1670523
712,请,9.09378964655144,VV,1,9,7.3514414
713,8,7.744754483312809,CD,1,6,4.2846
714,拎包,17.339322569942354,NR,2,5,7.1807833
715,设施,8.87301844840331,NN,2,8,7.239988
716,格局,10.196744730800686,NN,2,17,7.2684813
717,椅子,11.941982913738553,NN,2,6,7.1807833
718,证,8.75086894522167,NN,1,15,7.1670523
719,一,4.847867458993145,CD,1,14,5.320925
720,是,4.463178522257185,VC,1,5,4.430604
721,老,9.290829211618915,VA,1,8,7.0570436
722,个,5.928795457736317,M,1,25,5.762203
723,*,24.01388396175678,NN,1,10,4.321229
724,车站,11.92568873133659,NN,2,5,6.9680767
725,搭车,15.753132607056267,NN,2,15,7.3514414
726,房间,10.717802599032664,NN,2,22,7.1875896
727,机制,8.321025861658363,NN,2,6,7.1670523
728,的,2.7277528723935442,DEG,1,12,4.1897306
729,家具,11.90869298800786,NN,2,8,7.239988
730,范围,7.9188683168379885,NN,2,23,7.1598167
731,需要,7.1858030399017725,VV,2,6,6.3906245
732,关注,9.374970188741958,VV,2,11,7.1670523
733,型号,11.96363506151435,NN,2,4,6.8726544
734,问卷,11.569558487111854,NN,2,11,7.21781
735,沙发,13.039566501564995,NN,2,14,7.239988
736,是,4.463178522257185,VC,1,6,4.3110814
737,间,6.89368137920791,NN,1,22,7.2162104
738,的,2.7277528723935442,DEG,1,10,4.1759996
739,（,24.01388396175678,PU,1,11,5.297301
740,。,24.01388396175678,PU,1,5,3.0130775
741,！,24.01388396175678,PU,1,4,5.9298387
742,架子,14.4905593344666,NN,2,3,7.1670523
743,一,4.847867458993145,CD,1,39,5.7105103
744,。,24.01388396175678,PU,1,11,3.0130775
745,出,6.659904918450291,VV,1,3,6.3825297
746,谢谢,11.604417513606675,VV,2,9,7.2124066
747,椅子,11.941982913738553,NN,2,12,7.239988
748,还,6.404130924023894,AD,1,7,7.1807833
749,，,24.01388396175678,PU,1,20,4.1666403
750,餐桌,13.358343730750182,NN,2,26,7.239988
751,家居,13.959350544346874,NN,2,17,7.1670523
752,请问,13.748674224060407,VV,2,8,7.1807833
753,研究生,10.071058166490971,NN,3,23,6.3825297
754,不了,10.064975145029903,AD,2,10,7.1807833
755,小,7.703771653739696,JJ,1,5,6.5610642
756,送给,24.01388396175678,VV,2,35,7.1670523
757,问,8.401560391914787,VV,1,11,6.904053
758,。,24.01388396175678,PU,1,11,3.0130775
759,交换,9.31579375897495,VV,2,7,7.1735477
760,这种,14.365030627626233,PN,2,11,7.4079742
761,任何,7.946854157370017,PN,2,5,7.1598167
762,在,4.514607578933667,P,1,13,4.34258
763,间,6.89368137920791,NN,1,12,7.2162104
764,和,4.681213610519307,CC,1,12,3.4168775
765,小区,11.341630610048316,NN,2,33,7.3514414
766,：,24.01388396175678,PU,1,8,4.4414167
767,功能,8.45288826609644,NN,2,4,6.6841683
768,拎包,17.339322569942354,NR,2,9,7.3514414
769,桌子,11.832662566399254,NN,2,7,7.2327523
770,部位,11.498288254174875,NN,2,13,7.1670523
771,网,9.91966573106963,NN,1,5,7.1598167
772,想,7.909194574514237,VV,1,10,6.534768
773,以上,7.95570690690971,PN,2,8,6.572656
774,？,24.01388396175678,PU,1,3,5.956181
775,？,24.01388396175678,PU,1,10,5.956181
776,不错,11.214661282159163,VA,2,8,7.1670523
777,价格,7.848898331790275,NN,2,7,7.1598167
778,：,24.01388396175678,PU,1,12,5.3653855
779,也,5.753495111341643,AD,1,4,7.0391965
780,国外,9.189363846775185,NN,2,9,7.1735477
781,；,24.01388396175678,PU,1,3,4.961639
782,；,24.01388396175678,PU,1,8,4.961639
783,你,6.96104287928241,PN,1,10,6.7433143
784,邪教,13.069236695300628,NN,2,11,7.1807833
785,。,24.01388396175678,PU,1,3,3.0130775
786,，,24.01388396175678,PU,1,8,4.1803713
787,，,24.01388396175678,PU,1,25,4.1666403
788,啦,11.950556453907378,IJ,1,10,7.1670523
789,因为,7.203584925473157,P,2,8,5.3795176
790,七月,15.433340454839781,NT,2,5,5.252989
791,体验,10.121917119654391,NN,2,15,7.1670523
792,也,5.753495111341643,AD,1,8,6.8863854
793,有,5.134998086658783,VE,1,6,5.225617
794,感谢,10.487901178505256,VV,2,7,7.1670523
795,周日,17.39114763780694,NT,2,9,6.6841683
796,感谢,10.487901178505256,VV,2,10,7.1670523
797,的,2.7277528723935442,DEG,1,14,4.1759996
798,$320,24.01388396175678,NN,4,12,7.1735477
799,，,24.01388396175678,PU,1,22,4.1666403
800,来,5.987159274851616,VV,1,11,6.4755635
801,只,7.58943631113663,AD,1,4,7.1912155
802,求,9.094434990806317,VV,1,5,6.558925
803,，,24.01388396175678,PU,1,10,4.1666403
804,联系,7.951912412664681,NN,2,4,7.1875896
805,。,24.01388396175678,PU,1,9,3.0130775
806,。,24.01388396175678,PU,1,8,3.0130775
807,空间,8.91773043396399,NN,2,17,6.558925
808,，,24.01388396175678,PU,1,14,4.1666403
809,租户,15.54966969513143,VV,2,6,7.1670523
810,么,9.140191172573132,IJ,1,13,6.8863854
811,，,24.01388396175678,PU,1,14,4.1803713
812,~,24.01388396175678,PU,1,4,4.4716606
813,保养,12.482264326739438,NN,2,7,7.239988
814,需要,7.1858030399017725,VV,2,4,6.3906245
815,.,3.3652295975453916,PU,1,6,4.3314185
816,?,24.01388396175678,PU,1,10,5.032995
817,yes,16.27452475906768,NR,3,7,6.4755635
818,谢谢,11.604417513606675,VV,2,20,7.239988
819,！,24.01388396175678,PU,1,4,5.9435697
820,卧室,13.152579930518,NN,2,5,7.3514414
821,问题,6.273012781145629,NN,2,9,7.2524996
822,降价,12.595137316819763,VV,2,10,7.1807833
823,个,5.928795457736317,M,1,13,5.762203
824,的,2.7277528723935442,DEG,1,21,4.1759996
825,价格,7.848898331790275,NN,2,11,7.1735477
826,已,7.390917240248654,AD,1,9,7.1670523
827,拖车,14.225975625072811,NN,2,6,7.1807833
828,。,24.01388396175678,PU,1,9,3.0130775
829,结束,8.962923734970456,VV,2,11,7.1598167
830,问,8.401560391914787,VV,1,11,7.0570436
831,很,6.723622818117736,AD,1,4,7.1670523
832,尺寸,11.382890046063173,NN,2,7,6.107379
833,透明,11.399746257587562,VA,2,10,7.1735477
834,房东,15.21951368253391,NN,2,22,7.3514414
835,可以,6.39906961183706,VV,2,9,7.25042
836,给,7.402959482225365,VV,1,8,6.8863854
837,厨房,11.582833448300246,NN,2,10,7.3514414
838,网上,10.90908595617207,NN,2,5,7.1598167
839,正好,11.089771543073624,AD,2,26,7.239988
840,要,6.154497896789039,VV,1,3,7.1912155
841,业主,11.503065658348946,NN,2,12,7.1670523
842,个,5.928795457736317,M,1,7,5.713045
843,在,4.514607578933667,P,1,7,4.34258
844,家,7.191341067119542,NN,1,13,6.0633636
845,需要,7.1858030399017725,VV,2,11,6.2199664
846,的,2.7277528723935442,DEG,1,13,4.1759996
847,？,24.01388396175678,PU,1,4,5.956181
848,护理,11.757631641683524,NN,2,3,7.1670523
849,打印机,13.086202397255999,NN,3,4,7.1598167
850,门口,12.313649398481559,NN,2,12,7.1670523
851,，,24.01388396175678,PU,1,9,4.1803713
852,入门,13.570109075305043,NN,2,13,7.1807833
853,内容,7.494205930732556,NN,2,13,6.9234123
854,独立,8.339548920200428,VA,2,5,7.4738626
855,方式,7.514188732408023,NN,2,5,7.1598167
856,。,24.01388396175678,PU,1,15,3.0130775
857,十一,15.340884319202344,CD,2,11,7.1735477
858,交给,17.530776610299583,VV,2,5,7.1807833
859,入住,14.602645647413707,VV,2,11,7.1670523
860,非常,8.291759627895479,AD,2,6,7.310274
861,最,7.29431282237448,AD,1,13,6.8863854
862,样子,10.895653111492477,NN,2,6,7.1670523
863,您,9.626433301738768,PN,1,5,7.3514414
864,正常,8.969488693849502,VA,2,12,7.1807833
865,经历,9.12649633742232,NN,2,12,7.1670523
866,条件,7.232597526009894,NN,2,14,6.558925
867,短信,13.28962587920391,NN,2,9,7.1807833
868,卧室,13.152579930518,NN,2,13,7.1670523
869,，,24.01388396175678,PU,1,6,4.1666403
870,，,24.01388396175678,PU,1,9,4.1803713
871,沙发,13.039566501564995,NN,2,7,7.1670523
872,？,24.01388396175678,PU,1,5,5.969912
873,国家,6.242752414071541,NN,2,21,6.4755635
874,卖,10.646091216899242,VV,1,6,7.1670523
875,访问,9.532559907885418,VV,2,8,6.7433143
876,为,5.56764322539914,VC,1,9,4.918552
877,背面,13.576303578516315,NN,2,19,7.1670523
878,有,5.134998086658783,VE,1,11,5.225617
879,，,24.01388396175678,PU,1,22,4.1803713
880,各,6.478125693254079,PN,1,14,7.239988
881,！,24.01388396175678,PU,1,3,5.9298387
882,只有,7.764866808476677,AD,2,7,6.270224
883,坐标,11.922341523071603,VV,2,8,6.94559
884,朋友,8.956370402388718,NN,2,13,6.6841683
885,后,6.626665665978713,AD,1,20,6.2574387
886,也,5.753495111341643,AD,1,8,6.8863854
887,。,24.01388396175678,PU,1,4,3.0130775
888,往返,12.63808491520803,VV,2,4,7.1807833
889,后面,10.868186943526545,NN,2,7,7.1670523
890,feiwang,24.01388396175678,NR,7,4,7.8777566
891,省,7.5115080928718,NN,1,9,7.1735477
892,指点,12.351229004593257,VV,2,9,7.1670523
893,。,24.01388396175678,PU,1,5,3.0130775
894,。,24.01388396175678,PU,1,10,3.0130775
895,损伤,11.500720076226724,NR,2,6,7.1670523
896,天,7.98268413082869,NN,1,9,6.3962607
897,工作,5.9998331040032795,NN,2,5,6.6057205
898,，,24.01388396175678,PU,1,12,4.1803713
899,欢迎,9.423448099188553,VV,2,10,7.239988
900,。,24.01388396175678,PU,1,6,3.0268083
901,停,10.502771751229423,VV,1,7,7.1670523
902,。,24.01388396175678,PU,1,3,3.0130775
903,大,6.052994150617842,VA,1,6,6.3496795
904,拎包,17.339322569942354,NR,2,18,7.239988
905,李,10.077006575377496,NR,1,9,6.6841683
906,，,24.01388396175678,PU,1,7,4.1666403
907,大家,8.63163069757805,PN,2,3,7.3514414
908,方便,9.902290219710169,VA,2,15,7.1670523
909,_,12.435030316672446,PU,1,7,3.8120434
910,五,6.89095490164032,CD,1,6,6.6841683
911,心理,8.590957333905248,NN,2,9,7.1598167
912,硬木,15.791330323359823,VA,2,9,7.8777566
913,就是,6.820076207911203,AD,2,10,5.798504
914,带,8.0481569294404,VV,1,12,7.1735477
915,。,24.01388396175678,PU,1,8,3.0268083
916,？,24.01388396175678,PU,1,7,5.956181
917,信息,7.6471341400892765,NN,2,6,7.2105746
918,已,7.390917240248654,AD,1,3,7.198451
919,捕获,13.380676248429868,VV,2,16,7.1670523
920,女,9.244199391190772,NN,1,14,6.3962607
921,含,10.75983814999827,VV,1,7,7.1598167
922,环境,7.4728191628357115,NN,2,15,7.2327523
923,非常,8.291759627895479,AD,2,10,7.2327523
924,要求,7.142817252461446,VV,2,12,6.572656
925,适应性,18.357892150936927,NR,3,15,7.21781
926,租,11.570895045732026,VV,1,6,7.1670523
927,房租,12.735441092770756,NN,2,10,7.890858
928,谢谢,11.604417513606675,VV,2,24,7.239988
929,如果,7.270952894445987,CS,2,12,4.51397
930,：,24.01388396175678,PU,1,5,4.570182
931,需要,7.1858030399017725,VV,2,8,6.279171
932,表现,7.667002944494603,NN,2,13,7.1598167
933,卫生间,12.958432945055549,NN,3,10,7.3514414
934,也,5.753495111341643,AD,1,13,6.8726544
935,都,6.185283294221549,AD,1,12,7.1670523
936,，,24.01388396175678,PU,1,10,4.1803713
937,出租,10.550818733744295,VV,2,6,7.1807833
938,度,8.353605852931963,M,1,20,6.1604376
939,好,6.901947304013093,VA,1,7,6.558925
940,非常,8.291759627895479,AD,2,3,7.1598167
941,，,24.01388396175678,PU,1,10,4.2274003
942,在,4.514607578933667,P,1,8,4.34258
943,，,24.01388396175678,PU,1,15,4.1803713
944,~,24.01388396175678,PU,1,8,4.4716606
945,是,4.463178522257185,VC,1,4,4.328749
946,问,8.401560391914787,VV,1,8,6.8726544
947,嘛,13.230977152122403,IJ,1,8,7.2971773
948,。,24.01388396175678,PU,1,9,3.0130775
949,主,8.124186644329326,JJ,1,6,6.3825297
950,用,7.056989652233064,VV,1,15,5.798504
951,，,24.01388396175678,PU,1,18,4.1803713
952,接受,8.382478875752287,VV,2,5,6.6978993
953,。,24.01388396175678,PU,1,15,3.1555736
954,三,6.294963404035604,CD,1,6,6.623399
955,买卖,10.160607594652825,NN,2,13,7.1807833
956,可,7.093452252120851,AD,1,5,6.5426936
957,吃饭,10.934104546893748,VV,2,8,7.1598167
958,国内,8.060469458559199,NN,2,9,6.299195
959,房间,10.717802599032664,NN,2,8,7.3514414
960,。,24.01388396175678,PU,1,8,3.0268083
961,，,24.01388396175678,PU,1,15,4.1803713
962,了,4.559665786076213,SP,1,8,6.6841683
963,齐全,11.122789557679344,VA,2,13,7.1670523
964,个,5.928795457736317,M,1,11,5.84317
965,五,6.89095490164032,CD,1,17,6.757104
966,等,6.521506132939263,VV,1,28,5.696804
967,；,24.01388396175678,PU,1,7,5.226938
968,签证,11.908383315152637,NN,2,15,7.1598167
969,你,6.96104287928241,PN,1,31,6.572656
970,，,24.01388396175678,PU,1,14,4.1666403
971,出,6.659904918450291,VV,1,5,6.3825297
972,？,24.01388396175678,PU,1,7,5.969912
973,主,8.124186644329326,JJ,1,11,6.3825297
974,爱护,12.108666440255321,VV,2,11,7.1670523
975,还,6.404130924023894,AD,1,10,7.1807833
976,的,2.7277528723935442,DEG,1,8,4.1759996
977,alxiwsjv_b2tgqhpyl5w80,24.01388396175678,NN,22,10,7.3514414
978,有,5.134998086658783,VE,1,6,5.225617
979,好,6.901947304013093,VA,1,3,6.572656
980,感谢,10.487901178505256,VV,2,5,7.3514414
981,有,5.134998086658783,VE,1,21,5.239348
982,试,10.205744503723288,VV,1,17,7.344206
983,所以,7.602624788977464,AD,2,11,6.1919475
984,都,6.185283294221549,AD,1,13,7.2818627
985,拎包,17.339322569942354,NR,2,7,7.21781
986,浴室,13.312709049386784,NN,2,9,7.1670523
987,（,24.01388396175678,PU,1,11,4.573495
988,并,6.317733578972549,AD,1,8,7.1598167
989,勿,13.666929278979481,NR,1,9,7.239988
