redone_eng_dep_surp,redone_zh_dep_surp
3.3263972,6.4697857
4.3052435,6.1990705
3.837476,5.2029443
2.1418862,1.2628695
3.3210077,2.7602558
4.8948503,5.828537
4.1384425,6.4697857
3.7149053,5.4948006
3.430358,5.5187154
2.2744253,5.9070067
3.430358,1.3195608
4.885365,5.9818206
3.2796116,5.597226
2.3193672,5.91022
3.4240394,6.5526805
5.9345765,4.759579
3.0263615,5.9348183
2.2005813,5.7178507
3.4251842,1.2953556
5.8024025,6.1990705
3.6236255,3.6504192
2.4998631,5.886589
4.584459,6.228681
4.2869234,5.9348183
4.9157834,6.1990705
2.4347825,5.748208
1.7187088,6.5526805
1.8888775,2.7602558
2.2404108,1.2628695
4.3052435,3.0084693
2.8277843,6.1578684
2.2404108,6.1155834
1.3976797,4.232131
3.4240394,6.5526805
4.8302565,6.1990705
3.6900704,5.6427546
2.9170341,6.5526805
2.2396877,6.1155834
2.8090277,5.3289967
4.7534657,6.1990705
6.633834,5.6963525
3.6236255,3.1174865
4.4884458,6.1155834
2.8277843,4.536529
2.9047165,3.6504192
4.702864,5.4256372
3.7326963,6.1155834
2.8390574,5.8242803
3.9340005,5.9348183
3.0263615,6.0358357
2.1418862,1.2628695
2.551594,6.7175035
3.7591515,3.7037864
2.8090277,3.7037864
2.9652362,5.3081903
1.5047227,6.228681
3.4251842,4.424312
4.033394,5.4948006
1.4023557,4.9681635
3.0675979,6.1155834
4.7752457,5.1646695
3.9488473,6.1155834
2.1418862,6.1990705
2.5458462,5.0928497
3.4211748,2.2696195
4.5859084,4.5148077
4.069137,3.9393752
2.8390574,5.8242803
3.4240394,5.9348183
3.7492769,4.4081473
3.3210077,2.7602558
4.702864,3.9154162
4.367756,6.1990705
2.459027,5.080369
3.775506,6.1990705
3.837476,3.6485424
3.0802975,5.4398365
2.3193672,5.91022
4.2701445,5.4256372
4.5475783,1.4971118
3.0957198,6.1155834
3.6397014,5.68717
3.2548647,2.7602558
4.702864,5.4256372
2.642039,6.1155834
5.9345765,6.4697857
3.4251842,5.9348183
3.837476,5.2029443
2.9170341,6.1155834
4.632563,5.7984285
5.2453346,2.995824
4.394889,4.6307087
4.866294,6.04153
3.842272,6.04153
5.249857,3.794532
4.2655845,6.04153
3.2985678,2.8042257
1.4023557,4.9681635
3.5907116,2.4033177
5.0765266,4.232131
2.1418862,1.3195608
4.6186614,5.6963525
2.2404108,1.2628695
3.2933967,5.128225
4.637969,6.42544
4.055254,5.9818206
2.9930096,5.958043
3.4687233,5.2029443
3.9488473,6.277486
3.3210077,5.2029443
3.4687233,6.7175035
3.3210077,2.7602558
3.430358,3.6504192
3.0610082,3.697215
2.9658184,6.4697857
6.352675,6.4697857
5.3004966,2.7602558
3.3210077,5.2029443
2.9074607,4.6307087
3.8967433,5.455332
3.9458654,1.2628695
2.8044608,2.1555452
3.1488492,3.677875
3.6378467,6.277486
0.36410666,6.000328
3.7938325,5.958043
4.149859,5.477618
3.430358,5.7590528
4.5738893,0.8532937
2.87446,6.228681
3.2349293,6.1155834
2.1418862,5.2029443
2.8090277,3.199545
3.3210077,2.7602558
3.842272,5.2254767
3.4687233,6.7175035
1.73908,2.567122
6.0878716,5.9348183
3.913032,2.5328014
3.4251842,4.424312
3.6460657,2.7602558
3.7591515,6.7175035
2.723293,6.42544
2.2404108,1.2628695
3.7326963,6.1155834
2.5803027,1.2628695
2.1418862,6.1155834
6.0677023,6.04153
2.729534,3.7051263
3.1286635,3.6504192
3.1923926,6.1990705
2.9658184,5.9348183
3.430358,3.6504192
2.266615,5.9348183
3.4367576,6.4697857
5.2731466,6.1155834
1.6992358,1.2628695
3.3921704,2.9281485
2.8090277,2.7602558
2.6048815,6.1990705
3.4158604,5.2083874
3.430358,4.6828575
2.9658184,6.1990705
2.2404108,1.2628695
3.6963646,6.1990705
4.2655845,5.958043
1.828615,1.2628695
2.9652362,6.5526805
3.0079036,5.098235
3.4687233,6.7175035
0.9300039,4.8845177
3.837476,5.2029443
2.8631542,5.517721
3.296576,5.517721
3.4251842,4.995103
2.386279,6.4697857
0.36410666,5.014654
4.702864,5.4256372
4.4884458,6.1155834
3.49288,6.42544
5.823419,6.1990705
4.022133,5.6076956
4.130608,5.2813287
2.8090277,2.7602558
6.9050264,5.6963525
3.4251842,4.424312
2.3193672,5.91022
2.1418862,5.2029443
5.78487,6.277486
7.0133834,6.277486
4.4007683,4.9258785
4.246508,1.2628695
2.831662,5.7083206
4.4750533,5.777278
2.4510574,2.7602558
3.0996737,5.2029443
2.8277843,3.4242556
4.055254,5.9818206
2.538915,4.6611934
2.8277843,4.536529
2.5754483,3.6788476
2.1839843,1.2628695
3.2323453,5.91022
1.828615,5.9348183
5.1562667,6.1673307
6.9050264,5.6963525
2.380881,6.42544
6.0677023,6.04153
3.9986935,3.7444637
4.702864,3.9154162
3.9340005,0.8532937
4.702864,3.9154162
3.3508096,0.8254929
3.4211748,6.228681
3.7591515,2.7602558
2.707866,3.70829
3.842272,5.777278
3.7591515,4.938692
4.1481724,2.7602558
2.9658184,6.1990705
3.891556,4.938692
3.2252464,5.9070067
3.1410875,3.70829
3.430358,3.6504192
4.134642,5.7168217
5.3808427,5.1592956
4.4961905,2.7602558
3.2772508,6.42544
3.837476,5.2029443
2.551594,5.2029443
4.702831,1.3195608
3.0103362,5.05855
3.6268156,5.958043
4.702864,6.228681
3.4240394,1.4344405
3.7591515,5.2029443
4.362063,5.2029443
2.4551024,4.637546
4.839189,6.04153
3.837476,5.2029443
1.5047227,5.3370275
4.8302565,2.8837306
5.5891113,3.9154162
3.3375916,3.6504192
5.3396363,5.9348183
2.5803027,5.9070067
4.8029566,5.6427546
2.243121,1.2628695
4.3203053,6.5526805
2.8277843,4.536529
2.8292525,2.7602558
3.9025373,5.6488976
5.741343,5.91022
1.828615,1.2628695
3.3210077,5.2029443
3.7591515,5.2029443
0.5614988,3.472976
4.866294,5.958043
5.4243493,6.0025077
0.5614988,5.0397096
3.2796116,6.4697857
3.7591515,5.5565543
3.4915156,6.228681
4.770291,3.4466043
3.2167377,0.8532937
3.7591515,4.938692
1.688435,6.228681
4.8188453,5.748208
4.3052435,5.9348183
3.4767988,6.1990705
2.8887203,6.1155834
3.1134975,6.1155834
3.0996737,2.7602558
3.7591515,4.938692
2.8090277,2.7602558
2.8090277,2.7602558
2.7351918,5.6488976
4.702864,3.9154162
4.702864,3.9154162
3.0263615,6.1990705
2.9658184,3.8367288
2.959352,5.958043
2.433925,6.177722
3.7591515,2.7602558
4.246508,3.1795766
4.209222,3.8370905
4.702864,3.9154162
3.6268156,6.04153
4.2655845,6.04153
4.839189,6.04153
3.4251842,5.9348183
6.9050264,5.6963525
4.0885854,6.1990705
4.2655845,5.777278
2.8277843,5.9348183
2.8376408,5.2029443
3.7591515,5.2029443
3.365475,5.6785083
1.532887,3.677875
3.6113832,5.8235197
2.707866,6.4697857
3.6236255,5.301495
4.676953,6.1155834
3.7591515,5.2029443
3.9035175,6.147399
4.702864,6.1578684
5.313701,6.177722
4.3203053,5.2392664
5.313701,6.177722
5.65363,6.1990705
3.7591515,4.938692
2.6048815,6.04153
3.0263615,6.1990705
3.8967433,6.4697857
3.516006,4.920169
2.7856228,5.4948006
3.430358,5.6755657
2.9658184,6.4697857
5.64065,5.2029443
5.1622066,2.7602558
3.7591515,5.2029443
3.8783395,4.0587406
5.774763,5.91022
3.5317721,4.938692
5.6248646,6.3122454
1.7187088,6.5526805
3.6236255,5.7590528
4.0968027,5.9348183
2.5754483,1.2628695
3.4856892,3.9475594
3.7591515,4.938692
3.7591515,5.5565543
2.9047165,5.6755657
1.3080475,1.4383837
2.2404108,1.2628695
2.7062817,3.6155353
3.2593465,3.7489333
5.3453465,6.1990705
2.9658184,6.4697857
1.2144798,5.0358047
5.1622066,5.951422
4.9157834,4.6307087
5.16272,6.1155834
4.1481533,5.167922
2.243121,1.2628695
2.7622175,5.9348183
2.076964,4.770357
3.6299896,5.958043
3.3364136,5.6755657
3.5426927,5.6755657
2.8090277,5.2029443
5.1622066,6.4697857
3.3364136,5.6755657
4.702864,6.1578684
4.910194,6.1155834
3.837476,2.7602558
2.790072,0.6502937
2.9652362,5.9348183
2.5415907,3.1795766
2.9658184,6.4697857
2.5754483,6.228681
3.9275017,4.759579
3.0811381,5.2029443
5.1562667,6.1990705
2.6865067,6.5526805
3.4687233,3.3916497
4.3052435,6.1990705
6.443481,6.3122454
3.5603967,6.5526805
4.557042,0.8532937
4.2655845,6.04153
2.5754483,6.1990705
3.4240394,5.9348183
3.1488492,6.1990705
4.3052435,6.1990705
3.837476,5.2029443
3.0263615,6.1990705
3.8700817,3.9162369
2.4347825,6.1155834
3.7591515,4.938692
2.3598902,3.8311622
3.635712,2.5076833
2.8090277,2.7602558
4.1384425,6.1155834
3.0811381,2.7602558
5.1622066,2.7602558
4.4961905,2.7602558
4.702864,5.718334
3.516006,4.920169
3.2243063,2.7602558
5.1622066,5.2029443
3.8330576,5.9348183
1.3080475,5.6785083
3.4251842,5.886589
5.9345765,6.4697857
4.705371,4.920169
4.3259892,5.296853
3.4158604,5.7246413
2.9688194,4.7451134
3.9506533,5.9348183
2.380881,5.7168217
3.935183,1.2628695
2.9186962,3.5163383
4.3052435,6.1990705
3.4240394,5.91022
4.702864,5.718334
2.1392725,6.1990705
2.4551024,4.5835314
2.1392725,5.5611053
3.0263615,3.3916497
2.1525285,4.232131
2.7015023,3.6788476
3.5093257,6.1990705
4.4750533,5.777278
5.1562667,6.1990705
4.2655845,6.04153
3.3600206,4.7693377
2.380881,5.828537
4.2655845,6.04153
4.702864,5.718334
4.7189884,5.9348183
4.055254,5.6076956
5.1562667,3.3842068
3.2794669,4.610543
2.2005813,4.0545
4.2655845,6.04153
3.0263615,5.187105
3.837476,5.2029443
2.9413316,3.3842068
3.7591515,2.7602558
4.04452,5.014654
3.0625272,4.813353
3.7591515,6.071141
4.1644154,5.68717
3.631946,5.9348183
2.7693477,2.9170277
4.5843143,6.1155834
2.9787052,5.886589
3.7591515,4.938692
2.2851145,5.9348183
5.65363,5.951422
4.2655845,5.958043
3.430358,5.6755657
4.0990586,6.7175035
3.837476,5.2029443
2.793988,2.1555452
2.9382977,5.515951
1.828615,5.68717
3.2932484,5.7590528
1.5488051,5.080369
4.2655845,6.04153
3.3921704,5.9366174
4.8139353,6.1990705
3.6236255,5.6755657
3.2325914,1.2628695
3.0263615,6.1990705
3.0263615,6.1990705
2.5754483,6.228681
3.146108,5.768536
2.4551024,4.5835314
2.8277843,4.536529
2.707866,2.7602558
2.3598902,3.1719337
1.1417961,5.748208
3.348696,5.3527784
1.828615,1.2628695
5.280831,3.1727571
2.8277843,4.536529
6.70369,3.0084693
5.3453465,6.1990705
5.3453465,5.9348183
3.9229283,5.886589
3.837476,5.2029443
4.158758,5.748208
2.6865067,6.1155834
4.3203053,6.1990705
3.8918455,3.254217
2.1936789,3.6788476
3.0263615,1.2628695
3.1110618,6.1990705
3.8599303,6.1155834
2.8719828,5.7590528
3.5806458,6.1155834
4.560919,6.5526805
4.5931396,6.4697857
2.8277843,4.759579
5.7071314,6.1990705
4.2701445,5.4256372
2.9162545,6.228681
2.1936789,6.177722
3.5606575,3.1043303
2.8853958,5.6755657
3.5606575,5.455332
2.5155232,5.9348183
6.2285852,5.400642
2.6976342,6.1990705
2.7882633,6.228681
2.7537134,6.1990705
3.8599303,6.1155834
3.9007914,5.1712294
3.3183904,6.228681
2.6707957,1.4971118
4.286715,5.748208
3.8788974,2.10114
5.78487,6.260617
2.5640197,6.1155834
5.9345765,5.0680757
3.5350714,5.9348183
3.5606575,3.1727571
4.061786,5.955969
3.430358,5.7590528
3.7906365,6.228681
5.260777,5.951422
5.0240107,6.0358357
5.3287935,5.597226
2.2744253,3.9154162
3.9207616,6.1990705
3.7191782,6.1990705
4.702864,6.3122454
3.68663,6.1155834
2.8451695,6.5526805
2.352581,5.5094337
2.2744253,3.9154162
3.5606575,3.1043303
3.842272,6.39514
4.702864,6.1578684
2.4998631,5.2029443
3.541544,6.1990705
4.1374183,6.1155834
3.4779956,6.177722
3.4453225,4.7451134
3.5606575,3.1727571
4.0945044,5.748208
6.489805,6.1990705
4.9467816,5.9348183
3.9379523,6.228681
3.5606575,3.1043303
2.5542743,5.7590528
6.4232836,6.1990705
2.551594,3.6788476
3.5606575,4.6754193
2.7568698,3.114657
3.2866228,6.228681
4.73554,6.1990705
2.2328298,4.628541
3.842272,5.6516542
1.8888775,2.8791103
4.285555,6.1155834
3.5606575,4.6754193
2.3847637,3.9393752
2.7882633,2.027422
4.2564964,2.4046967
4.702864,6.7175035
2.3211133,6.1990705
3.1818402,3.7321
3.9055705,5.1712294
2.645469,4.9134736
6.633834,5.958043
3.7191782,5.296853
5.144881,5.9348183
3.7191782,5.1712294
3.842272,6.39514
4.5859084,5.7073812
4.2049108,5.4881105
3.7191782,5.9147153
5.068413,3.9154162
2.2744253,3.9154162
3.838022,6.071141
4.4750533,5.5592813
4.0934997,4.291823
4.7860513,5.02579
3.864887,5.509981
4.015806,5.9348183
5.628904,6.1155834
3.5759506,6.1990705
4.28067,5.768536
1.959413,1.7650276
5.0571785,6.4697857
2.8853958,5.6755657
3.3778014,5.9348183
2.8277843,5.8782954
1.6870583,6.1155834
3.3451116,6.1155834
4.981269,4.814808
3.8572478,3.26249
2.6402147,5.768536
4.5026436,6.1155834
2.4551024,5.3978705
4.3052435,2.1080432
4.8971434,5.071496
2.1418862,6.1155834
4.531093,2.1080432
2.380881,5.828537
1.9661032,5.989369
3.5962372,5.0358047
4.8043447,5.9348183
2.9170341,5.741513
3.146108,3.3662012
4.0006986,2.1080432
1.6870583,4.2838864
3.497282,3.5190258
4.323657,5.3885193
3.9154503,6.1155834
4.4884458,2.1080432
2.6651464,5.2029443
2.3193672,5.7341723
6.9050264,4.424312
0.8596053,1.6523312
3.4553397,3.7051263
3.9364312,4.868867
4.4059978,6.5526805
2.6403189,1.4971118
4.533983,5.748208
4.3257103,1.6022109
2.3679242,5.3885193
4.651298,2.923239
4.702864,4.232131
2.1418862,1.2628695
7.1630898,6.1155834
3.5606575,6.1155834
4.793556,3.6919975
3.1553366,6.1155834
3.1488492,2.1080432
3.7591515,4.938692
3.842272,6.04153
1.2144798,5.9070067
2.6651464,4.777632
3.6933765,6.1155834
3.8572478,6.1155834
3.9533877,5.7590528
2.718733,5.9348183
6.633834,4.713893
2.8872921,6.1990705
2.9170341,5.944071
3.1553366,5.867935
1.533001,0.8532937
5.3287935,5.8091946
5.3824606,5.741513
1.6870583,1.6022109
2.2744253,4.232131
4.3642716,4.536529
5.8471746,4.232131
2.2744253,4.232131
4.2761955,4.2197104
4.82645,5.1646695
2.7127717,1.6022109
4.3564687,5.9348183
4.28067,3.6485424
4.668585,5.899261
2.4551024,5.2077966
1.5106885,4.868867
4.193022,5.7178507
2.2328298,5.886589
4.533983,6.4697857
2.5208046,5.2450094
4.0388036,2.8922038
4.0577693,2.4226494
2.831662,1.2953556
4.3869205,6.1990705
1.533001,6.5526805
6.510003,6.5526805
2.8963184,2.2969947
3.192143,2.5328014
5.6487484,5.6488976
3.645737,5.455248
6.0878716,5.560794
3.1279786,5.3846455
3.5182292,2.461848
5.917447,2.7463124
5.6487484,5.6488976
2.2233918,2.6120026
3.3460212,5.741513
4.2322965,0.8532937
4.4283304,5.955969
4.1174183,5.867935
5.488651,5.867935
0.553689,3.213078
4.3198123,4.232131
5.877529,2.8922038
3.4891176,5.777278
2.3969882,1.4344405
2.9047165,6.4697857
2.2328298,6.4697857
3.837562,6.1155834
1.7799249,5.1557794
2.2744253,5.748208
3.5971563,6.4697857
4.6370096,1.6022109
1.2144798,5.9348183
2.5357845,5.0358047
1.7187088,2.882729
5.7552505,6.1155834
5.5005274,5.68717
3.312749,5.68717
2.7127717,1.6022109
3.9488473,5.1175776
2.2233918,5.5611053
4.9060388,6.4697857
2.8292525,6.1155834
4.5475783,6.4697857
4.2655845,5.7590528
2.6382828,5.5945253
2.8390574,5.8242803
4.7577767,5.597377
6.633834,5.9818206
5.460479,6.228681
3.5971563,5.9818206
6.096493,2.4226494
6.096493,2.4226494
3.781038,5.327992
5.030466,6.1155834
1.9119033,4.4055195
3.6236255,6.3122454
4.0577693,2.4226494
4.0577693,2.4226494
3.5327497,6.0358357
4.588452,6.1155834
0.36410666,5.8242803
1.5047227,5.1172657
3.5705452,3.9304488
2.2744253,5.944071
3.3146439,5.958043
3.8613749,5.7886634
2.509089,6.1155834
4.3203053,2.1080432
4.055254,5.0866404
3.0263615,6.1155834
3.045776,3.963006
1.246145,4.915215
4.42173,2.1080432
4.5931396,1.4971118
4.135334,6.4697857
4.0006986,2.1080432
4.811111,5.071496
1.5047227,3.3496456
4.8029566,5.9348183
1.3199909,5.8091946
