sentence_length_zh,cs_back_word,word_freq_zh,cs_word_pos_zh,cs_word_length_zh,ngram_surp_zh
34,非常,8.291759627895480,AD,2,7.310274
10,从,6.377483472434710,P,1,5.0597463
8,一共,12.623917404187000,AD,2,5.992529
5,家具,11.90869298800790,NN,2,7.3514414
8,和,4.681213610519310,CC,1,3.5775623
8,可,7.093452252120850,AD,1,6.5610642
21,请,9.09378964655144,VV,1,7.3514414
14,卫生间,12.958432945055500,NN,3,7.3514414
12,短信,13.28962587920390,NN,2,7.3514414
8,无线,11.875683387473400,NN,2,7.3514414
15,并且,8.458645571635330,AD,2,5.4344773
9,还,6.404130924023890,AD,1,7.3514414
12,及,6.972065783256670,CC,1,4.336829
8,哦,12.653037989669800,IJ,1,5.992529
22,可以,6.39906961183706,VV,2,7.344206
6,联系,7.951912412664680,NN,2,7.3514414
16,的,2.7277528723935400,DEG,1,4.3535395
10,和,4.681213610519310,CC,1,3.5775623
11,二,6.216225093655350,CD,1,5.633144
6,或,6.86730607567808,CC,1,3.8187919
26,里面,10.463452851034900,NN,2,7.3514414
17,帮忙,11.874041934820600,VV,2,7.3514414
11,好,6.901947304013090,VA,1,6.195564
16,收发,13.544003637006200,NN,2,7.3514414
6,经历,9.12649633742232,NN,2,7.3514414
16,并且,8.458645571635330,AD,2,5.4344773
12,非常,8.291759627895480,AD,2,7.310274
25,含,10.75983814999830,VV,1,7.310274
13,或者,7.832806844992630,CC,2,4.8926983
11,的,2.7277528723935400,DEG,1,4.3535395
3,灵活,9.893430903284730,VA,2,7.3514414
10,也,5.753495111341640,AD,1,7.0391965
9,联系,7.951912412664680,NN,2,7.3514414
21,就,6.133440848420250,AD,1,7.310274
12,联系,7.951912412664680,NN,2,7.3514414
11,床,11.770828682629100,NN,1,7.3514414
16,和,4.681213610519310,CC,1,3.5775623
21,安静,11.606647560520500,VA,2,7.3514414
13,两,6.622455166510390,CD,1,7.3514414
14,及,6.972065783256670,CC,1,4.336829
7,吗,8.759761060956490,IJ,1,7.344206
13,就,6.133440848420250,AD,1,7.310274
4,出租,10.550818733744300,VV,2,7.3514414
11,一,4.847867458993150,CD,1,5.320925
10,之前,8.975234645392020,AD,2,6.734556
10,所有,7.879129443470710,DT,2,5.9269385
20,卧室,13.152579930518,NN,2,7.3514414
10,不,5.309630429407180,AD,1,6.386715
5,不,5.309630429407180,AD,1,6.386715
8,到,5.759027415452410,VV,1,4.5921493
12,就,6.133440848420250,AD,1,7.310274
18,的,2.7277528723935400,DEG,1,4.3535395
10,或者,7.832806844992630,CC,2,4.8926983
22,安静,11.606647560520500,VA,2,7.3514414
12,大部分,16.525031006023300,CD,3,7.310274
24,小,7.703771653739700,JJ,1,6.5610642
21,家具,11.90869298800790,NN,2,7.3514414
15,凉台,17.334284775912400,NN,2,7.3514414
16,内,7.2937813464386500,NN,1,7.344206
25,两,6.622455166510390,CD,1,7.3514414
11,和,4.681213610519310,CC,1,3.5775623
11,现在,7.626584107522520,NT,2,6.207384
9,过,7.247328920661730,VV,1,6.953135
11,很,6.723622818117740,AD,1,7.3514414
5,和蔼可亲,16.601723626811600,VV,4,7.3514414
11,超大,14.109097253489000,VV,2,7.3514414
11,的,2.7277528723935400,DEG,1,4.3535395
14,床,11.770828682629100,NN,1,7.3514414
9,很,6.723622818117740,AD,1,7.3514414
6,吗,8.759761060956490,IJ,1,7.344206
30,一共,12.623917404187000,AD,2,5.992529
21,含,10.75983814999830,VV,1,7.310274
14,也,5.753495111341640,AD,1,7.0391965
11,都,6.185283294221550,AD,1,7.3514414
24,的,2.7277528723935400,DEG,1,4.3535395
10,一下,9.155342537774730,AD,2,7.3514414
14,男女,10.100805773947000,NN,2,7.3514414
12,是,4.463178522257190,VC,1,4.430604
24,和,4.681213610519310,CC,1,3.5775623
19,家具,11.90869298800790,NN,2,7.3514414
8,中央,7.356490397161870,NN,2,7.310274
5,男生,13.55092348863310,NN,2,7.3514414
19,也,5.753495111341640,AD,1,7.0391965
16,不,5.309630429407180,AD,1,6.386715
17,全,7.4216633733223800,VA,1,5.554334
8,的,2.7277528723935400,DEG,1,4.3535395
17,麻烦,10.671070256510900,NN,2,7.3514414
9,的,2.7277528723935400,DEG,1,4.3535395
9,联系,7.951912412664680,NN,2,7.3514414
11,所以,7.602624788977460,AD,2,5.0079174
14,代为,12.402924756515200,NN,2,7.3514414
12,内部,8.403159408317100,NN,2,6.695786
14,在,4.514607578933670,P,1,3.9106045
31,另,7.8635213343132200,AD,1,6.51126
13,和,4.681213610519310,CC,1,3.5775623
28,入住,14.602645647413700,VV,2,7.3514414
15,然后,8.564008954910840,AD,2,6.207384
11,费用,8.909136347811960,NN,2,7.3514414
9,的,2.7277528723935400,DEG,1,4.3535395
15,的,2.7277528723935400,DEG,1,4.3535395
8,到,5.759027415452410,VV,1,4.5921493
8,的,2.7277528723935400,DEG,1,4.3535395
10,和,4.681213610519310,CC,1,3.5775623
10,三,6.294963404035600,CD,1,5.769229
19,家具,11.90869298800790,NN,2,7.3514414
13,7-27/2016,24.01388396175680,CD,7,7.3514414
15,也,5.753495111341640,AD,1,7.0391965
8,中国,5.982473684872120,NR,2,5.476812
18,外,7.385557323793870,NN,1,7.310274
26,的,2.7277528723935400,DEG,1,4.3535395
12,有,5.134998086658780,VE,1,5.096284
22,负责,8.319057220187180,VV,2,7.310274
17,和,4.681213610519310,CC,1,3.5775623
13,客厅,12.531830160453600,NN,2,7.3514414
8,个数,24.01388396175680,NN,2,7.3514414
8,或者,7.832806844992630,CC,2,4.8926983
9,也,5.753495111341640,AD,1,7.0391965
21,告诉,9.29584899441518,VV,2,7.344206
6,四,6.923222997771650,CD,1,5.910642
5,沟通,10.257489850976300,VV,2,7.3514414
13,能,6.854115083559210,VV,1,6.566919
24,包,10.057120399689600,VV,1,6.695786
6,照片,10.08384187076840,NN,2,6.734556
22,在,4.514607578933670,P,1,3.9106045
17,的,2.7277528723935400,DEG,1,4.3535395
10,需要,7.1858030399017700,VV,2,6.3906245
3,女生,12.725427926689400,NN,2,7.3514414
10,或,6.86730607567808,CC,1,3.8187919
6,和,4.681213610519310,CC,1,3.5775623
7,特别,7.5673655991356800,AD,2,7.3514414
9,签到,15.99065927704010,NR,2,7.3514414
14,水电,11.769283150521300,NN,2,7.3514414
23,一,4.847867458993150,CD,1,5.320925
22,如,7.360286777020610,AD,1,5.516575
24,里面,10.463452851034900,NN,2,7.3514414
27,离,9.478039649978310,P,1,7.3514414
31,有,5.134998086658780,VE,1,5.096284
12,就,6.133440848420250,AD,1,7.310274
15,就,6.133440848420250,AD,1,7.310274
4,顶,11.881560122119000,NR,1,7.0570436
12,600,10.589803958592900,CD,3,5.4784513
20,配置,9.721122971170490,VV,2,7.0391965
28,希望,8.3490009018571,VV,2,6.8569107
10,进门,13.390777711454900,VV,2,7.3514414
6,帮忙,11.874041934820600,VV,2,7.3514414
6,过,7.247328920661730,VV,1,6.953135
15,三,6.294963404035600,CD,1,5.769229
19,可以,6.39906961183706,VV,2,7.344206
9,联系,7.951912412664680,NN,2,7.3514414
8,1,24.01388396175680,URL,13,7.3514414
8,和,4.681213610519310,CC,1,3.5775623
23,全,7.4216633733223800,VA,1,5.554334
10,一月,16.616322426232700,NT,2,5.274063
15,简直,10.907954890815900,AD,2,7.3514414
24,共,8.791069301094870,AD,1,6.5610642
7,整洁,13.21387990504600,AD,2,7.3514414
15,的,2.7277528723935400,DEG,1,4.3535395
9,和,4.681213610519310,CC,1,3.5775623
9,1,6.578185937864010,CD,1,3.759165
12,固定,9.118242515625230,JJ,2,6.3702464
17,里,7.390168654596740,LC,1,6.8685575
8,非常,8.291759627895480,AD,2,7.310274
18,非常,8.291759627895480,AD,2,7.310274
14,就,6.133440848420250,AD,1,7.310274
20,床,11.770828682629100,NN,1,7.3514414
23,的,2.7277528723935400,DEG,1,4.3535395
25,有,5.134998086658780,VE,1,5.096284
15,无法,8.633784960276650,AD,2,7.3514414
18,卧室,13.152579930518,NN,2,7.3514414
16,和,4.681213610519310,CC,1,3.5775623
7,已,7.390917240248650,AD,1,7.3514414
13,卧室,13.152579930518,NN,2,7.3514414
12,另,7.8635213343132200,AD,1,6.51126
23,非常,8.291759627895480,AD,2,7.310274
5,家居,13.959350544346900,NN,2,7.3514414
18,厨房,11.582833448300200,NN,2,7.3514414
7,房东,15.21951368253390,NN,2,7.3514414
10,还是,7.840140003261970,AD,2,6.3906245
8,里面,10.463452851034900,NN,2,7.3514414
15,一,4.847867458993150,CD,1,5.320925
20,我们,5.905487046974090,PN,2,7.3514414
16,不过,8.61621460606329,AD,2,7.310274
6,的,2.7277528723935400,DEG,1,4.3535395
19,的,2.7277528723935400,DEG,1,4.3535395
16,的,2.7277528723935400,DEG,1,4.3535395
21,一,4.847867458993150,CD,1,5.320925
11,里,7.390168654596740,LC,1,6.8685575
16,是,4.463178522257190,VC,1,4.430604
7,三,6.294963404035600,CD,1,5.769229
10,环境,7.4728191628357100,NN,2,7.344206
23,或者,7.832806844992630,CC,2,4.8926983
10,可以,6.39906961183706,VV,2,7.344206
11,本人,10.217505256108500,PN,2,7.344206
11,独立,8.339548920200430,VA,2,7.310274
17,所以,7.602624788977460,AD,2,5.0079174
14,房子,10.313797723408000,NN,2,7.0391965
16,暖气,13.570516965063900,NR,2,7.3514414
13,安静,11.606647560520500,VA,2,7.3514414
15,厨房,11.582833448300200,NN,2,7.3514414
8,和,4.681213610519310,CC,1,3.5775623
18,位,7.699657705968430,NN,1,6.1282105
4,暑假,12.241807080299900,NN,2,7.3514414
10,的,2.7277528723935400,DEG,1,4.3535395
24,超级,11.394715396955500,VA,2,7.3514414
20,卫生间,12.958432945055500,NN,3,7.3514414
9,非常,8.291759627895480,AD,2,7.310274
12,的,2.7277528723935400,DEG,1,4.3535395
7,有意,11.105781205966600,VV,2,7.3514414
15,的,2.7277528723935400,DEG,1,4.3535395
12,二,6.216225093655350,CD,1,5.633144
13,或,6.86730607567808,CC,1,3.8187919
8,至,7.735317417095000,VV,1,4.6347876
16,到,5.759027415452410,VV,1,4.5921493
12,住房,9.762134051162350,NN,2,7.310274
17,超大,14.109097253489000,VV,2,7.3514414
9,非常,8.291759627895480,AD,2,7.310274
10,里面,10.463452851034900,NN,2,7.3514414
11,的,2.7277528723935400,DEG,1,4.3535395
11,的,2.7277528723935400,DEG,1,4.3535395
17,还,6.404130924023890,AD,1,7.3514414
7,的,2.7277528723935400,DEG,1,4.3535395
7,非常,8.291759627895480,AD,2,7.310274
13,与,5.857126069237800,P,1,4.464805
16,的,2.7277528723935400,DEG,1,4.3535395
34,一,4.847867458993150,CD,1,5.320925
15,门口,12.313649398481600,NN,2,7.3514414
27,也,5.753495111341640,AD,1,7.0391965
16,入住,14.602645647413700,VV,2,7.3514414
13,床,11.770828682629100,NN,1,7.3514414
23,由,6.915705386220530,P,1,4.875668
13,在,4.514607578933670,P,1,3.9106045
11,是,4.463178522257190,VC,1,4.430604
19,住,8.394525626787180,VV,1,7.3514414
12,房间,10.717802599032700,NN,2,7.3514414
8,目前,7.964025610658700,NT,2,5.470902
4,一,4.847867458993150,CD,1,5.320925
29,中间,9.646892327373590,NN,2,7.3514414
25,里面,10.463452851034900,NN,2,7.3514414
16,联系,7.951912412664680,NN,2,7.3514414
13,水,8.780028928850750,NN,1,5.9696717
9,两,6.622455166510390,CD,1,7.3514414
6,门口,12.313649398481600,NN,2,7.3514414
7,的,2.7277528723935400,DEG,1,4.3535395
5,从,6.377483472434710,P,1,5.0597463
9,都,6.185283294221550,AD,1,7.3514414
7,上,5.516516112333380,DT,1,5.8130903
11,需要,7.1858030399017700,VV,2,6.3906245
26,出租,10.550818733744300,VV,2,7.3514414
6,淋浴,14.342896092958900,NN,2,7.3514414
11,或者,7.832806844992630,CC,2,4.8926983
6,联系,7.951912412664680,NN,2,7.3514414
25,的,2.7277528723935400,DEG,1,4.3535395
9,里,7.390168654596740,LC,1,6.8685575
13,里面,10.463452851034900,NN,2,7.3514414
11,大量,8.438547252070640,CD,2,7.3514414
13,里面,10.463452851034900,NN,2,7.3514414
9,在,4.514607578933670,P,1,3.9106045
4,联系,7.951912412664680,NN,2,7.3514414
5,出租,10.550818733744300,VV,2,7.3514414
27,还有,15.886184108939000,CC,2,5.937234
18,三,6.294963404035600,CD,1,5.769229
12,最,7.29431282237448,AD,1,7.0570436
3,联系,7.951912412664680,NN,2,7.3514414
15,可以,6.39906961183706,VV,2,7.344206
27,如果,7.270952894445990,CS,2,4.51397
10,含,10.75983814999830,VV,1,7.310274
5,已,7.390917240248650,AD,1,7.3514414
11,有,5.134998086658780,VE,1,5.096284
13,相比,17.101141141263600,VV,2,6.7433143
15,因为,7.203584925473160,P,2,5.3795176
27,住房,9.762134051162350,NN,2,7.310274
8,联系,7.951912412664680,NN,2,7.3514414
17,里面,10.463452851034900,NN,2,7.3514414
32,一共,12.623917404187000,AD,2,5.992529
7,有,5.134998086658780,VE,1,5.096284
7,联系,7.951912412664680,NN,2,7.3514414
17,桌子,11.832662566399300,NN,2,7.344206
16,里面,10.463452851034900,NN,2,7.3514414
17,状况,8.501445445615610,NN,2,7.3514414
35,三,6.294963404035600,CD,1,5.769229
34,电梯,12.530737523275700,NN,2,7.3514414
5,见,8.550425415263220,VV,1,7.0391965
25,也,5.753495111341640,AD,1,7.0391965
18,就,6.133440848420250,AD,1,7.310274
19,进去,11.687777482185100,VV,2,7.3514414
19,在,4.514607578933670,P,1,3.9106045
17,即可,16.593904038094900,NN,2,7.3514414
19,仅,8.623431495548050,AD,1,7.344206
7,还,6.404130924023890,AD,1,7.3514414
10,和,4.681213610519310,CC,1,3.5775623
25,之,6.013534801376360,PN,1,6.002205
19,为,5.56764322539914,VC,1,5.0366387
17,碰到,24.01388396175680,VV,2,7.3514414
5,厨房,11.582833448300200,NN,2,7.3514414
14,也,5.753495111341640,AD,1,7.0391965
6,到,5.759027415452410,VV,1,4.5921493
23,现在,7.626584107522520,NT,2,6.207384
25,比,7.675160721864900,P,1,5.945257
12,的,2.7277528723935400,DEG,1,4.3535395
32,的,2.7277528723935400,DEG,1,4.3535395
16,一,4.847867458993150,CD,1,5.320925
6,有,5.134998086658780,VE,1,5.096284
8,里面,10.463452851034900,NN,2,7.3514414
8,里面,10.463452851034900,NN,2,7.3514414
12,的,2.7277528723935400,DEG,1,4.3535395
9,的,2.7277528723935400,DEG,1,4.3535395
13,以及,7.395731159472210,CC,2,4.494424
14,的,2.7277528723935400,DEG,1,4.3535395
9,共,8.791069301094870,AD,1,6.5610642
8,那个,9.39155875603291,PN,2,7.0570436
9,哈,10.411897124407300,IJ,1,7.344206
6,有,5.134998086658780,VE,1,5.096284
23,只,7.58943631113663,AD,1,7.344206
8,基本,7.214326235943840,AD,2,7.310274
10,江浙,15.55580403483310,NR,2,7.3514414
6,pn-19,24.01388396175680,NR,4,7.3514414
9,全,7.4216633733223800,VA,1,5.554334
21,小,7.703771653739700,JJ,1,6.5610642
10,是,4.463178522257190,VC,1,4.430604
12,卫生间,12.958432945055500,NN,3,7.3514414
22,的,2.7277528723935400,DEG,1,4.3535395
19,非常,8.291759627895480,AD,2,7.310274
11,门房,14.580160067261800,NN,2,7.3514414
10,很,6.723622818117740,AD,1,7.3514414
5,330,12.30554797545090,CD,3,6.064045
7,750,12.509041072979900,CD,3,5.8662863
21,一,4.847867458993150,CD,1,5.320925
11,有,5.134998086658780,VE,1,5.096284
12,空,10.61937051132340,NN,1,6.148499
7,位于,10.632003446027900,VV,2,6.417439
30,得很,24.01388396175680,VV,2,7.3514414
10,在,4.514607578933670,P,1,3.9106045
13,沙发,13.039566501565000,NN,2,7.3514414
15,还有,15.886184108939000,CC,2,5.937234
9,大概,10.261915088603200,AD,2,7.3514414
11,有,5.134998086658780,VE,1,5.096284
17,是,4.463178522257190,VC,1,4.430604
27,几乎,8.899686961194130,AD,2,7.3514414
19,共,8.791069301094870,AD,1,6.5610642
14,公寓,11.959774390608500,NN,2,7.3514414
13,很,6.723622818117740,AD,1,7.3514414
18,软件,9.783612304277090,NN,2,7.3514414
20,签,11.418048851845700,VV,1,7.3514414
11,的,2.7277528723935400,DEG,1,4.3535395
6,均可,24.01388396175680,AD,2,7.3514414
25,两,6.622455166510390,CD,1,7.3514414
9,我,5.742656255517170,PN,1,6.5610642
26,位,7.699657705968430,NN,1,6.1282105
14,有,5.134998086658780,VE,1,5.096284
4,么,9.140191172573130,IJ,1,7.0570436
20,一,4.847867458993150,CD,1,5.320925
18,给,7.402959482225370,VV,1,7.0570436
8,多伦多,13.405123048862900,NR,3,7.0391965
17,还,6.404130924023890,AD,1,7.3514414
36,带,8.0481569294404,VV,1,6.953135
7,联系,7.951912412664680,NN,2,7.3514414
13,齐全,11.122789557679300,VA,2,7.3514414
9,2,7.273896290915890,CD,1,3.8516884
16,很大,11.68006474848410,AD,2,7.3514414
34,还有,15.886184108939000,CC,2,5.937234
10,过来,10.408244179394100,VV,2,7.3514414
27,的,2.7277528723935400,DEG,1,4.3535395
25,的,2.7277528723935400,DEG,1,4.3535395
13,生活,6.89528478431579,NN,2,7.0391965
4,人,5.359821963071100,NN,1,5.7636557
20,一,4.847867458993150,CD,1,5.320925
20,全,7.4216633733223800,VA,1,5.554334
11,不,5.309630429407180,AD,1,6.386715
15,但,6.310811814182770,AD,1,5.620258
10,带,8.0481569294404,VV,1,6.953135
11,的,2.7277528723935400,DEG,1,4.3535395
11,需要,7.1858030399017700,VV,2,6.3906245
6,都,6.185283294221550,AD,1,7.3514414
6,从,6.377483472434710,P,1,5.0597463
27,一,4.847867458993150,CD,1,5.320925
19,两,6.622455166510390,CD,1,7.3514414
11,使用,7.508698057738540,VV,2,5.0304923
17,可以,6.39906961183706,VV,2,7.344206
7,你,6.96104287928241,PN,1,6.7433143
9,34,10.56098737747800,CD,2,5.2655425
11,的,2.7277528723935400,DEG,1,4.3535395
19,定期,10.173031246104700,VA,2,7.3514414
12,丢,12.609234369080900,VV,1,7.3514414
24,确实,9.543542505506780,AD,2,7.3514414
13,就,6.133440848420250,AD,1,7.310274
6,写,8.325828425912810,VV,1,6.5755897
6,必备,17.53383939983010,VV,2,7.3514414
21,现,7.970323943616740,AD,1,7.0570436
6,了,4.559665786076210,SP,1,6.8685575
10,可以,6.39906961183706,VV,2,7.344206
11,出售,10.32566260520800,VV,2,7.344206
15,很好,12.770159075693100,AD,2,7.3514414
5,还,6.404130924023890,AD,1,7.3514414
8,打开,10.117268183862000,VV,2,7.344206
17,换,10.221164151075800,VV,1,7.3514414
8,用,7.056989652233060,VV,1,5.501432
14,里,7.390168654596740,LC,1,6.8685575
7,毫无,17.904636378992400,VV,2,7.3514414
5,联系,7.951912412664680,NN,2,7.3514414
18,做,7.3055351346820200,VV,1,6.041491
13,的,2.7277528723935400,DEG,1,4.3535395
14,另,7.8635213343132200,AD,1,6.51126
14,是,4.463178522257190,VC,1,4.430604
5,出售,10.32566260520800,VV,2,7.344206
13,的,2.7277528723935400,DEG,1,4.3535395
7,是,4.463178522257190,VC,1,4.430604
12,里,7.390168654596740,LC,1,6.8685575
10,可以,6.39906961183706,VV,2,7.344206
14,定期,10.173031246104700,VA,2,7.3514414
3,一下,9.155342537774730,AD,2,7.3514414
10,一,4.847867458993150,CD,1,5.320925
11,我,5.742656255517170,PN,1,6.5610642
10,一下,9.155342537774730,AD,2,7.3514414
4,音响,11.663096442500200,NN,2,7.3514414
10,定期,10.173031246104700,VA,2,7.3514414
13,支付,9.359519810370820,VV,2,7.344206
10,32g,24.01388396175680,CD,3,7.3514414
11,其他,7.2840826115732900,PN,2,4.549382
14,另外,8.85009378330317,AD,2,5.77362
9,要,6.154497896789040,VV,1,7.344206
12,时,6.395859819953040,NN,1,6.0224166
9,没有,6.413713221508590,AD,2,6.953135
15,以及,7.395731159472210,CC,2,4.494424
6,还在,24.01388396175680,AD,2,6.7433143
12,住,8.394525626787180,VV,1,7.3514414
17,刚,10.750470775980700,AD,1,7.3514414
28,的,2.7277528723935400,DEG,1,4.3535395
6,在,4.514607578933670,P,1,3.9106045
23,然后,8.564008954910840,AD,2,6.207384
40,方便,9.902290219710170,VA,2,7.3514414
20,我,5.742656255517170,PN,1,6.5610642
13,的,2.7277528723935400,DEG,1,4.3535395
15,相当,8.380506226133680,AD,2,7.3514414
9,只,7.58943631113663,AD,1,7.344206
8,回帖,17.950098753069200,VV,2,7.3514414
15,问题,6.273012781145630,NN,2,7.344206
9,高清,15.385686212297600,NR,2,7.310274
7,卖,10.646091216899200,VV,1,7.3514414
14,可,7.093452252120850,AD,1,6.5610642
7,一,4.847867458993150,CD,1,5.320925
20,除了,8.803073464888810,P,2,5.5598955
4,啦,11.950556453907400,IJ,1,7.3514414
16,以上,7.95570690690971,PN,2,6.734556
11,特性,10.167161599579800,NN,2,6.299195
8,就,6.133440848420250,AD,1,7.310274
19,而,6.001590039965290,AD,1,4.9559584
25,准备,8.480319141685060,VV,2,7.3514414
18,列,8.997397084446850,VV,1,6.566919
9,有,5.134998086658780,VE,1,5.096284
7,超级,11.394715396955500,VA,2,7.3514414
12,都,6.185283294221550,AD,1,7.3514414
17,要,6.154497896789040,VV,1,7.344206
33,上路,13.521832268853100,VV,2,7.3514414
24,有,5.134998086658780,VE,1,5.096284
9,我,5.742656255517170,PN,1,6.5610642
20,有,5.134998086658780,VE,1,5.096284
8,吗,8.759761060956490,IJ,1,7.344206
8,的,2.7277528723935400,DEG,1,4.3535395
4,各位,11.60570347213930,PN,2,7.3514414
7,校区,14.871073246574200,NN,2,7.3514414
4,已,7.390917240248650,AD,1,7.3514414
12,是,4.463178522257190,VC,1,4.430604
8,要,6.154497896789040,VV,1,7.344206
12,需要,7.1858030399017700,VV,2,6.3906245
12,现,7.970323943616740,AD,1,7.0570436
7,以后,7.854124814440210,AD,2,7.344206
10,好,6.901947304013090,VA,1,6.195564
12,时间,7.460746407083130,NN,2,6.3002
12,今年,9.162581291240540,NT,2,7.310274
12,商量,11.535820459518400,VV,2,7.3514414
7,和,4.681213610519310,CC,1,3.5775623
8,采光,16.07829657616760,NN,2,7.3514414
7,有,5.134998086658780,VE,1,5.096284
34,有,5.134998086658780,VE,1,5.096284
13,和,4.681213610519310,CC,1,3.5775623
4,新生,10.786600365611100,NN,2,7.3514414
10,电视,8.939095134610090,NN,2,6.3702464
31,等等,16.634875834128500,ETC,2,5.653781
15,比较,7.593600925904000,AD,2,7.310274
8,咨询,9.570713460926070,NN,2,7.3514414
20,或者,7.832806844992630,CC,2,4.8926983
13,床,11.770828682629100,NN,1,7.3514414
17,一,4.847867458993150,CD,1,5.320925
13,不,5.309630429407180,AD,1,6.386715
15,可,7.093452252120850,AD,1,6.5610642
18,房东,15.21951368253390,NN,2,7.3514414
6,签约,12.012304865045800,VV,2,7.344206
5,房间,10.717802599032700,NN,2,7.3514414
12,在,4.514607578933670,P,1,3.9106045
7,起,7.4927292950102300,VV,1,6.8685575
12,签约,12.012304865045800,VV,2,7.344206
6,联系,7.951912412664680,NN,2,7.3514414
6,桌子,11.832662566399300,NN,2,7.344206
9,自行车,11.022363024025000,NN,3,7.344206
10,闲暇,12.59906758989690,NR,2,7.3514414
7,拎包,17.339322569942400,NR,2,7.3514414
7,签,11.418048851845700,VV,1,7.3514414
13,卫生间,12.958432945055500,NN,3,7.3514414
7,是,4.463178522257190,VC,1,4.430604
6,拎包,17.339322569942400,NR,2,7.3514414
13,一,4.847867458993150,CD,1,5.320925
14,1,6.578185937864010,CD,1,3.759165
27,的,2.7277528723935400,DEG,1,4.3535395
14,还,6.404130924023890,AD,1,7.3514414
12,的,2.7277528723935400,DEG,1,4.3535395
12,等等,16.634875834128500,ETC,2,5.653781
5,1,6.578185937864010,CD,1,3.759165
13,请,9.09378964655144,VV,1,7.3514414
11,还,6.404130924023890,AD,1,7.3514414
12,人,5.359821963071100,NN,1,5.7636557
17,而,6.001590039965290,AD,1,4.9559584
9,的,2.7277528723935400,DEG,1,4.3535395
7,大部分,16.525031006023300,CD,3,7.310274
6,了,4.559665786076210,SP,1,6.8685575
9,签,11.418048851845700,VV,1,7.3514414
3,12,7.818769215791940,CD,2,4.3814926
7,一,4.847867458993150,CD,1,5.320925
11,去,7.644150990208440,VV,1,6.494863
10,安静,11.606647560520500,VA,2,7.3514414
17,隔壁,13.179532385497000,NN,2,7.3514414
18,的,2.7277528723935400,DEG,1,4.3535395
27,基本上,12.947558148253300,AD,3,7.3514414
19,我,5.742656255517170,PN,1,6.5610642
8,主要,6.78644602829667,AD,2,6.415766
10,招,11.70500205224550,NN,1,7.3514414
19,我,5.742656255517170,PN,1,6.5610642
9,说,5.996741253909140,VV,1,6.639204
16,负责,8.319057220187180,VV,2,7.310274
17,我,5.742656255517170,PN,1,6.5610642
9,你,6.96104287928241,PN,1,6.7433143
16,能,6.854115083559210,VV,1,6.566919
9,不,5.309630429407180,AD,1,6.386715
9,续签,15.695385641252400,VV,2,7.3514414
11,二,6.216225093655350,CD,1,5.633144
10,一,4.847867458993150,CD,1,5.320925
12,地址,10.263591622538800,NN,2,6.183787
7,需要,7.1858030399017700,VV,2,6.3906245
5,如何,8.117585893335180,VA,2,7.3514414
14,所以,7.602624788977460,AD,2,5.0079174
5,男,11.067444251360600,NN,1,6.494863
16,发布,9.576411854203210,VV,2,6.3002
28,银行,7.6112510781757700,NN,2,7.0570436
9,是啥,24.01388396175680,VC,2,7.3514414
11,旁边,11.151582301717300,NN,2,7.3514414
6,有,5.134998086658780,VE,1,5.096284
16,的,2.7277528723935400,DEG,1,4.3535395
15,居住,9.552544271496520,VV,2,7.0391965
3,免费,11.06351960234350,VA,2,6.3242297
12,第二,13.869648723958100,OD,2,7.310274
19,和,4.681213610519310,CC,1,3.5775623
10,去,7.644150990208440,VV,1,6.494863
10,至,7.735317417095000,VV,1,4.6347876
5,社区,9.430183224067160,NN,2,7.3514414
20,报价,12.409035866436200,NN,2,7.3514414
8,联系,7.951912412664680,NN,2,7.3514414
6,7,7.863601895795810,CD,1,4.3294387
15,的,2.7277528723935400,DEG,1,4.3535395
7,智能,11.031313827217500,NN,2,7.310274
15,的,2.7277528723935400,DEG,1,4.3535395
6,学生,7.854492732436740,NN,2,6.5755897
30,两,6.622455166510390,CD,1,7.3514414
16,的,2.7277528723935400,DEG,1,4.3535395
