redone_eng_ngram_surp,redone_zh_ngram_surp
5.4342823,5.630717
4.800256,5.630717
1.4044223,4.787219
1.4044223,2.0009315
2.291965,5.630717
1.851445,1.7983218
3.6234782,2.1462324
3.1333272,4.1126027
2.1681285,5.3656597
2.2007825,4.4676676
1.8430461,2.9538004
1.851445,3.7482193
2.4591918,2.1462324
2.4488244,5.2088337
6.3442974,2.7304764
3.010745,5.630717
4.26563,5.630717
2.0408018,2.343508
1.851445,2.6435702
3.1333272,2.1462324
3.6854436,5.3656597
1.4044223,2.9547913
5.0298457,5.630717
5.540118,5.630717
2.6782155,5.3656597
2.291965,1.6189569
4.800256,1.7983218
1.851445,4.787219
4.115872,2.1462324
3.010745,2.9488792
1.851445,4.62111
3.109845,2.1462324
2.4488244,2.9538004
4.239174,2.7304764
2.415916,4.787219
2.2074938,4.9487543
1.4044223,2.0287743
2.5903785,2.0009315
5.1767197,2.9538004
2.6782155,5.630717
3.939329,1.6189569
6.1544275,2.960785
3.010745,5.630717
3.1333272,4.20795
2.6782155,5.3656597
1.851445,1.6189569
1.4044223,2.1462324
2.4488244,2.0009315
3.010745,2.7304764
3.060125,5.630717
4.331524,4.787219
4.800256,3.8522584
2.291965,5.2088337
1.8430461,1.7983218
1.4044223,3.7482193
3.032883,2.0009315
3.348672,5.3656597
2.6782155,5.630717
4.307396,1.6189569
3.1333272,5.3656597
6.083623,5.3656597
1.851445,5.630717
5.0851774,2.1462324
4.115872,5.3656597
1.4044223,2.9488792
3.7358136,2.0009315
1.4044223,4.669745
2.554887,2.0009315
1.8430461,3.9682677
1.4044223,4.6707335
2.1681285,5.630717
2.1681285,4.4676676
3.4533527,4.4676676
5.371793,5.2088337
1.728569,5.630717
2.1618943,4.173788
1.851445,5.0596094
5.260498,2.1462324
2.1253185,5.3656597
6.3442974,2.7147827
4.0989366,5.630717
4.239174,5.50172
2.291965,4.787219
1.851445,1.7983218
2.6782155,2.1462324
2.4457333,1.6189569
4.800256,2.95678
2.2074938,4.787219
1.5715743,2.0287743
5.711828,2.646433
4.307396,2.3499491
3.5109944,5.3656597
5.2704287,5.2088337
2.4984846,4.62111
4.7338367,2.5225239
2.554887,5.50172
3.8160279,3.9682677
2.291965,5.630717
2.6782155,1.7983218
4.5919046,1.6189569
1.851445,5.630717
2.1681285,2.1462324
5.188303,4.4676676
2.4457333,4.4676676
6.618417,2.996527
1.4044223,4.8605194
1.4044223,2.0009315
5.4972258,5.630717
1.4044223,5.50172
4.26563,5.630717
4.364024,2.343508
2.2007825,5.630717
2.2250817,2.9538004
1.851445,3.0190659
1.851445,4.058983
4.800256,2.1462324
4.800256,4.787219
4.307396,4.787219
2.4488244,5.3656597
1.851445,2.7304764
2.4457333,2.1462324
1.4044223,4.4676676
3.7079575,2.0009315
1.4044223,5.630717
1.728569,3.0782664
2.1253185,4.173788
5.3542414,2.7147827
2.2074938,5.0596094
2.1681285,2.0287743
2.1681285,4.4676676
4.9557304,4.4676676
1.4044223,5.630717
1.4044223,5.50172
4.0700817,5.630717
4.26563,2.0009315
2.2074938,2.343508
3.9271984,2.0287743
6.618417,5.630717
1.4044223,4.8605194
1.4044223,5.50172
2.1681285,5.630717
2.6782155,4.4676676
1.851445,4.5773764
1.851445,2.1462324
2.1681285,2.1462324
5.371793,4.4676676
5.4554744,5.630717
1.4044223,5.50172
2.4457333,2.0009315
4.975648,2.996527
4.89071,5.630717
4.89071,2.9730263
3.3396797,2.9730263
3.9555223,5.630717
6.1544275,5.3656597
1.851445,5.630717
2.4591918,2.1462324
2.2074938,3.0031297
2.1253185,2.0287743
5.188303,5.50172
2.554887,5.0596094
4.800256,3.9682677
1.851445,4.787219
2.6782155,2.1462324
4.7338367,1.6189569
5.384667,5.50172
2.4488244,5.630717
2.4591918,2.7304764
4.26563,2.9233305
1.4044223,2.343508
4.800256,5.50172
2.1681285,4.787219
2.1681285,4.4676676
4.781648,4.4676676
1.4044223,4.9487543
1.4044223,2.0009315
6.945077,3.0782664
6.945077,1.6189569
4.364024,1.6189569
6.618417,5.630717
2.1618943,5.630717
2.554887,5.3656597
1.4044223,3.9682677
2.1681285,0.69700265
2.9402013,4.4676676
3.7188442,5.2088337
2.1681285,5.50172
6.083623,4.4676676
2.918483,5.2088337
5.540118,1.6189569
1.4044223,5.50172
6.945077,2.0009315
1.4044223,5.50172
4.0958734,2.0009315
4.800256,4.8605194
2.9715788,4.787219
6.618417,2.7304764
3.8882306,4.8605194
3.010745,5.2088337
4.0958734,4.20795
2.291965,4.8605194
2.1681285,1.7983218
2.1681285,4.4676676
5.371793,4.4676676
2.1681285,5.0596094
4.654271,4.4676676
1.728569,2.7274618
2.6782155,4.173788
2.226341,1.6189569
1.4044223,4.011261
5.4972258,4.8605194
3.010745,5.3656597
5.188303,4.20795
5.74051,5.630717
4.460548,5.630717
4.0700817,4.9487543
5.74051,5.50172
4.800256,5.630717
2.6782155,4.787219
4.161428,1.6189569
2.6782155,4.787219
4.460548,1.6189569
2.2007825,4.9487543
2.8942597,2.9538004
3.010745,5.0596094
2.1681285,4.62111
4.654271,4.4676676
1.4044223,2.7274618
4.800256,2.0009315
2.6782155,4.787219
1.4044223,1.6189569
4.7338367,5.50172
5.148603,5.50172
2.4488244,5.630717
2.226341,2.7304764
2.6782155,4.011261
3.010745,1.6189569
1.728569,4.20795
1.4044223,4.173788
1.4044223,5.630717
5.591405,2.0009315
2.2074938,4.787219
3.1333272,2.0287743
2.1681285,5.3656597
2.1681285,4.4676676
5.347135,4.4676676
1.851445,5.2088337
1.4044223,2.1462324
3.010745,2.0009315
2.4958913,4.20795
1.4044223,5.50172
2.6782155,2.0009315
3.7188442,1.6189569
4.800256,5.50172
4.800256,4.787219
2.6782155,4.787219
2.2074938,1.6189569
2.291965,2.0287743
2.554887,1.7983218
1.8430461,3.9682677
2.1681285,3.7482193
5.4059315,4.4676676
5.1380196,5.50172
2.2074938,2.343508
5.1336865,2.0287743
2.927896,5.50172
2.4457333,5.630717
5.4342823,4.4676676
1.851445,5.630717
5.74051,2.1462324
2.6782155,5.630717
2.2074938,1.6189569
2.1681285,2.0287743
5.74051,4.4676676
5.74051,5.630717
2.6782155,5.630717
2.1681285,1.6189569
5.425752,4.4676676
3.8979204,5.2088337
2.4984846,5.630717
3.4221182,5.50172
2.1681285,4.2260942
4.800256,5.3656597
2.7974894,4.787219
3.010745,4.9487543
5.0298457,4.20795
4.7338367,4.5773764
4.7338367,5.50172
5.4554744,5.50172
3.032883,5.50172
3.010745,5.630717
2.1681285,5.630717
4.9166074,4.4676676
3.6155865,5.630717
1.4044223,5.630717
4.800256,0.69700265
3.715344,4.787219
2.1681285,5.630717
1.4044223,2.996527
4.26563,2.0009315
0.8140271,5.0596094
4.460548,2.5700052
4.364024,4.9487543
4.800256,5.630717
3.857846,5.630717
2.226341,5.50172
5.4342823,4.011261
2.226341,4.8605194
2.6782155,2.9668624
1.4044223,1.6189569
2.1253185,2.0009315
3.010745,5.630717
5.0298457,5.630717
1.8430461,5.630717
2.415916,3.7482193
3.8996277,5.630717
1.851445,3.0441597
4.800256,2.1462324
2.2074938,4.787219
2.1681285,2.0287743
2.6782155,4.4676676
6.3442974,1.6189569
2.1681285,5.50172
6.3442974,4.4676676
2.291965,5.50172
2.554887,1.7983218
5.342226,5.630717
1.851445,5.630717
3.010745,2.1462324
4.364024,4.20795
2.4985485,5.630717
3.8996277,4.098564
3.6155865,3.0441597
2.1681285,5.630717
2.6782155,4.4676676
1.4044223,1.6189569
2.226341,2.799698
4.8865395,2.9668624
4.307396,5.630717
4.800256,5.3656597
4.307396,5.50172
2.6782155,5.3656597
2.226341,1.6189569
1.4044223,2.9668624
2.9644883,2.0009315
2.1681285,5.630717
3.715344,4.4676676
2.4984846,5.630717
2.1253185,2.5225239
2.291965,2.7147827
4.692663,1.7983218
2.4984846,5.630717
2.226341,2.5225239
2.6782155,4.011261
4.800256,1.6189569
1.4044223,4.787219
1.4044223,2.0009315
2.7974894,4.787219
4.8865395,4.9487543
1.4044223,5.630717
2.6782155,2.0009315
1.4044223,1.6189569
2.1681285,2.0009315
5.4972258,4.4676676
3.715344,5.50172
5.4342823,5.630717
1.8430461,5.630717
4.307396,3.7482193
3.8331032,5.3656597
4.7338367,2.646433
3.0793955,5.50172
4.635513,5.50172
4.1789713,5.630717
5.4342823,5.3656597
1.4044223,5.630717
3.8979204,2.0009315
1.4044223,5.630717
3.5109944,2.0009315
4.549224,5.2088337
1.728569,5.3656597
2.291965,4.173788
4.800256,1.7983218
1.851445,4.787219
4.800256,2.1462324
4.800256,4.787219
4.800256,4.787219
1.851445,4.787219
2.918483,2.1462324
2.291965,2.6656568
4.364024,1.7983218
1.4044223,5.630717
2.291965,4.9487543
2.0408018,1.7983218
4.692663,2.6435702
4.145664,5.630717
4.681628,5.630717
5.188303,5.630717
2.2007825,2.9699335
1.4044223,2.9538004
4.654271,4.8605194
1.851445,2.7274618
2.4984846,2.1462324
1.4044223,5.50172
2.6782155,2.0009315
6.618417,1.6189569
1.8430461,4.8605194
3.010745,5.3656597
2.5416589,4.62111
4.26563,5.50172
2.4457333,2.343508
4.0958734,4.4676676
4.7338367,4.8605194
1.4044223,5.50172
1.9606384,2.0009315
2.291965,5.2088337
6.945077,1.7983218
4.654271,5.630717
1.4044223,2.7274618
2.6782155,2.0009315
2.5903785,1.6189569
3.857846,2.9538004
5.1336865,5.50172
5.063363,5.50172
2.2074938,5.3656597
1.4044223,2.0287743
2.1681285,5.630717
4.800256,4.4676676
1.8430461,4.787219
2.1681285,3.7482193
1.4044223,4.4676676
3.7079575,3.0782664
5.74051,4.7245216
3.010745,5.630717
1.4044223,4.20795
2.7974894,2.0009315
1.4044223,4.407955
4.235876,2.0009315
5.1336865,5.2088337
4.115872,5.50172
2.1681285,2.9488792
1.4044223,4.4676676
2.554887,2.0009315
5.4554744,3.9682677
4.800256,5.630717
2.4457333,4.787219
5.840043,2.996527
2.1681285,5.50172
5.3542414,4.4676676
3.4533527,5.0596094
1.4044223,5.2088337
5.4972258,5.630717
4.6283207,5.50172
3.1333272,5.630717
1.851445,5.3656597
6.618417,2.1462324
3.8979204,5.50172
1.851445,5.630717
2.4457333,2.1462324
3.010745,2.996527
3.010745,4.62111
2.2074938,4.20795
1.728569,2.0287743
2.4457333,4.173788
5.1530886,2.996527
3.715344,5.630717
2.6782155,5.630717
3.010745,1.6189569
4.1789713,4.20795
1.4044223,5.3656597
1.4044223,2.0009315
2.8503506,2.0009315
1.4044223,4.1905336
2.4457333,2.0009315
1.4044223,2.996527
1.4044223,2.0009315
2.1253185,2.0009315
2.1681285,5.50172
1.4044223,4.4676676
4.017649,2.0009315
1.4044223,5.630717
2.1618943,2.0009315
2.291965,5.3656597
2.2074938,1.7983218
2.1253185,2.0287743
3.010745,2.7147827
1.7988532,4.20795
2.415916,5.0596094
4.1411653,5.0596094
2.6782155,5.2088337
2.6782155,1.6189569
3.3303745,1.6189569
2.291965,5.630717
4.4427614,1.7983218
1.4044223,4.8605194
5.059712,2.0009315
1.4044223,5.50172
1.9606384,2.799698
2.6782155,5.2088337
5.188303,1.6189569
5.148603,5.3656597
3.6630464,5.2088337
2.6782155,3.5254197
2.226341,1.6189569
6.815943,4.011261
2.1253185,5.2088337
2.226341,2.7147827
1.4044223,2.9668624
4.4911704,5.3656597
2.291965,4.8605194
2.2007825,1.7983218
5.8790283,2.9538004
2.6492352,5.630717
6.945077,5.630717
2.291965,5.630717
2.2074938,1.7983218
2.1681285,2.0287743
4.323505,4.4676676
6.618417,5.630717
2.6782155,4.8605194
4.0582128,1.6189569
2.2074938,5.50172
2.2074938,2.0287743
2.6782155,2.0287743
4.0700817,1.6189569
2.1681285,5.50172
1.4044223,4.4676676
6.945077,2.0009315
5.840043,5.2088337
1.4044223,5.630717
2.554887,2.0009315
4.4911704,2.94112
2.4457333,4.8605194
2.6782155,4.4676676
2.2074938,1.6189569
5.1380196,2.0287743
4.4911704,5.630717
2.554887,4.8605194
3.6630464,3.9682677
4.0958734,5.2088337
5.840043,4.8605194
4.975648,5.630717
3.8755035,4.1099396
2.6782155,5.630717
6.483466,1.6189569
4.0700817,5.2088337
5.4972258,5.50172
5.840043,3.224781
2.6782155,5.630717
2.6782155,1.6189569
3.7079575,1.6189569
2.6782155,4.7245216
2.1681285,1.6189569
2.6782155,4.4676676
4.331524,1.6189569
4.323505,3.8522584
1.728569,5.3656597
1.4044223,4.173788
4.323505,2.0009315
4.975648,5.3656597
4.323505,4.1099396
4.1102786,5.3656597
3.4717271,4.436497
1.4044223,4.1243567
4.323505,2.0009315
2.2074938,5.3656597
1.4044223,2.0287743
2.1946468,5.630717
1.4044223,3.9091623
3.4415007,2.0009315
4.37273,2.926831
1.4044223,2.9709618
2.554887,2.0009315
2.291965,3.9682677
1.4044223,1.7983218
6.239068,5.50172
2.2074938,2.8234763
2.2074938,2.0287743
3.4415007,2.0287743
2.554887,2.926831
3.010745,2.94112
2.8503506,4.20795
2.4984846,4.1905336
3.3406773,5.630717
2.6782155,2.8962061
4.0232983,1.6189569
5.0298457,5.630717
5.464615,4.5773764
4.6795835,5.3656597
4.4911704,5.0596094
6.3442974,4.669745
2.4984846,4.2260942
4.654271,5.630717
5.047518,2.7274618
4.307396,4.8605194
1.4044223,5.3656597
2.2250817,2.0009315
3.8869824,3.0190659
4.1789713,5.3656597
2.8503506,5.3656597
3.9820583,4.1905336
1.4044223,5.2088337
5.74051,4.8605194
6.1544275,5.630717
1.4044223,4.8605194
1.851445,2.0009315
2.7974894,2.1462324
1.4044223,4.9487543
2.7974894,5.50172
0.8140271,5.3656597
2.6782155,2.5700052
1.4044223,1.6189569
3.3303745,2.0009315
5.0298457,5.630717
2.226341,4.5773764
2.2074938,4.011261
2.6782155,2.0287743
2.1681285,1.6189569
6.815943,4.4676676
2.226341,5.630717
3.3406773,2.9668624
2.7974894,3.141036
4.1789713,3.2031608
1.4044223,5.3656597
6.945077,2.0009315
2.1681285,1.5535603
4.700704,4.4676676
1.8430461,5.630717
5.65959,3.7482193
3.2227793,4.669745
2.7185423,4.787219
5.80427,5.630717
4.9537306,5.50172
4.582948,5.630717
1.8430461,5.2088337
3.7909799,3.7482193
5.6356516,1.7531074
1.8430461,5.630717
5.0298457,3.7482193
2.2250817,4.5773764
3.010745,3.0190659
1.4044223,4.20795
3.059378,5.50172
5.4972258,5.630717
1.4044223,5.630717
5.0298457,5.50172
2.554887,4.5773764
1.4044223,3.9682677
3.010745,4.2450304
3.010745,4.20795
1.9052911,4.20795
2.6782155,4.5012493
3.7909799,1.6189569
4.6668863,1.7531074
3.796496,5.630717
1.8430461,5.3656597
4.624025,3.7482193
5.057172,2.7688878
2.1681285,2.1462324
3.7909799,4.4676676
2.2250817,1.7531074
1.851445,3.0190659
2.1681285,4.8605194
1.4044223,4.4676676
2.1253185,2.0009315
3.9271984,5.2088337
5.2192087,5.3656597
6.0227604,5.50172
1.4044223,5.3656597
1.4044223,2.0009315
3.7358136,2.0009315
1.4044223,5.0596094
2.2074938,2.0009315
3.4533527,2.0287743
1.9052911,5.2088337
2.2253556,4.5012493
2.2074938,2.9719927
2.918483,2.0287743
1.8430461,2.6656568
4.3664193,3.7482193
2.4488244,5.50172
1.4044223,2.7304764
1.851445,2.0009315
4.597189,2.1462324
3.1454947,5.3656597
2.226341,4.7245216
5.0298457,2.9668624
1.4044223,4.5773764
0.8140271,2.0009315
4.307396,4.787219
2.291965,5.3656597
2.6782155,1.7983218
6.618417,1.6189569
3.7612042,4.2081127
5.0298457,5.3656597
2.226341,4.5773764
1.728569,4.011261
2.1681285,4.173788
1.9052911,4.4676676
2.1253185,4.5012493
4.7338367,2.7147827
4.2746644,5.3656597
5.540118,2.9742658
3.9628398,5.3656597
2.8503506,5.630717
3.156974,4.1905336
5.0298457,5.630717
4.991209,4.5773764
4.991209,2.7688878
3.8039806,2.7688878
5.74051,5.3656597
3.010745,5.630717
2.7974894,4.098564
4.624025,3.2031608
4.624025,2.7688878
3.010745,2.7688878
4.307396,4.62111
6.945077,5.3656597
1.4044223,1.5535603
3.7097607,5.630717
2.2074938,4.8605194
2.2074938,2.0287743
2.1681285,2.0287743
1.4044223,4.4676676
4.115872,2.0009315
3.8039806,2.9488792
2.2074938,5.3656597
2.1253185,2.0287743
1.4044223,4.9487543
3.6630464,2.0009315
2.1253185,3.5254197
1.4044223,2.7147827
5.4342823,2.0009315
4.403739,4.8605194
1.7507426,5.630717
5.347135,4.62111
